team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2020,21,17,17,20,26,13,0,1,0,3,3,2,8,7,True,Wolves
Wolves,20,2020,26,17,13,3,21,17,0,1,0,3,3,6,4,7,False,Brighton
Chelsea,5,2020,4,17,9,12,10,5,0,0,1,1,3,7,5,5,True,Man City
Man City,12,2020,10,17,5,5,4,9,1,0,0,3,1,8,5,2,False,Chelsea
Crystal Palace,6,2020,5,17,14,15,29,20,1,0,0,2,0,6,4,7,True,Sheffield Utd
Sheffield Utd,15,2020,29,17,20,6,5,14,0,0,1,0,2,0,2,15,False,Crystal Palace
Everton,7,2020,6,17,7,19,20,10,0,0,1,0,1,9,2,5,True,West Ham
West Ham,19,2020,20,17,10,7,6,7,1,0,0,1,0,7,5,5,False,Everton
Man Utd,13,2020,11,17,2,2,27,8,1,0,0,2,1,10,3,3,True,Aston Villa
Aston Villa,2,2020,27,17,8,13,11,2,0,0,1,1,2,8,2,5,False,Man Utd
Newcastle,14,2020,23,17,15,9,8,3,0,0,1,1,2,5,4,7,True,Leicester
Leicester,9,2020,8,17,3,14,23,15,1,0,0,2,1,10,2,5,False,Newcastle
Southampton,16,2020,13,17,6,11,9,1,1,0,0,1,0,8,5,4,True,Liverpool
Liverpool,11,2020,9,17,1,16,13,6,0,0,1,0,1,9,6,2,False,Southampton
Spurs,17,2020,17,17,4,10,30,12,1,0,0,3,0,8,5,3,True,Leeds
Leeds,10,2020,30,17,12,17,17,4,0,0,1,0,3,7,2,8,False,Spurs
West Brom,18,2020,19,17,19,1,1,11,0,0,1,0,4,1,5,11,True,Arsenal
Arsenal,1,2020,1,17,11,18,19,19,1,0,0,4,0,7,2,8,False,West Brom
