team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2020,1,21,10,13,11,2,0,1,0,0,0,9,4,8,True,Man Utd
Man Utd,13,2020,11,21,2,1,1,10,0,1,0,0,0,12,5,4,False,Arsenal
Brighton,3,2020,21,21,17,17,17,6,1,0,0,1,0,4,9,8,True,Spurs
Spurs,17,2020,17,21,6,3,21,17,0,0,1,0,1,9,6,5,False,Brighton
Chelsea,5,2020,4,21,7,4,3,16,1,0,0,2,0,9,6,6,True,Burnley
Burnley,4,2020,3,21,16,5,4,7,0,0,1,0,2,6,4,10,False,Chelsea
Crystal Palace,6,2020,5,21,13,20,26,14,1,0,0,1,0,7,5,9,True,Wolves
Wolves,20,2020,26,21,14,6,5,13,0,0,1,0,1,6,5,10,False,Crystal Palace
Everton,7,2020,6,21,8,14,23,15,0,0,1,0,2,10,3,6,True,Newcastle
Newcastle,14,2020,23,21,15,7,6,8,1,0,0,2,0,6,4,11,False,Everton
Leicester,9,2020,8,21,4,10,30,12,0,0,1,1,3,12,3,6,True,Leeds
Leeds,10,2020,30,21,12,9,8,4,1,0,0,3,1,9,2,9,False,Leicester
Man City,12,2020,10,21,1,15,29,20,1,0,0,1,0,13,5,2,True,Sheffield Utd
Sheffield Utd,15,2020,29,21,20,12,10,1,0,0,1,0,1,2,2,17,False,Man City
Southampton,16,2020,13,21,11,2,27,9,0,0,1,0,1,8,5,7,True,Aston Villa
Aston Villa,2,2020,27,21,9,16,13,11,1,0,0,1,0,10,2,7,False,Southampton
West Brom,18,2020,19,21,19,8,25,18,0,1,0,2,2,2,6,13,True,Fulham
Fulham,8,2020,25,21,18,18,19,19,0,1,0,2,2,2,8,10,False,West Brom
West Ham,19,2020,20,21,5,11,9,3,0,0,1,1,3,10,5,6,True,Liverpool
Liverpool,11,2020,9,21,3,19,20,5,1,0,0,3,1,11,7,3,False,West Ham
