team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Aston Villa,2,2020,27,19,8,14,23,16,1,0,0,2,0,9,2,6,True,Newcastle
Newcastle,14,2020,23,19,16,2,27,8,0,0,1,0,2,5,4,10,False,Aston Villa
Fulham,8,2020,25,19,18,13,11,1,0,0,1,1,2,2,6,10,True,Man Utd
Man Utd,13,2020,11,19,1,8,25,18,1,0,0,2,1,12,4,3,False,Fulham
Leicester,9,2020,8,19,3,5,4,9,1,0,0,2,0,12,2,5,True,Chelsea
Chelsea,5,2020,4,19,9,9,8,3,0,0,1,0,2,8,5,6,False,Leicester
West Ham,19,2020,20,19,7,18,19,19,1,0,0,2,1,9,5,5,True,West Brom
West Brom,18,2020,19,19,19,19,20,7,0,0,1,1,2,2,5,12,False,West Ham
Liverpool,11,2020,9,19,4,4,3,15,0,0,1,0,1,9,7,3,True,Burnley
Burnley,4,2020,3,19,15,11,9,4,1,0,0,1,0,5,4,9,False,Liverpool
Arsenal,1,2020,1,19,11,14,23,16,1,0,0,3,0,8,3,8,True,Newcastle
Newcastle,14,2020,23,19,16,1,1,11,0,0,1,0,3,5,4,10,False,Arsenal
Fulham,8,2020,25,19,18,5,4,9,0,0,1,0,1,2,6,10,True,Chelsea
Chelsea,5,2020,4,19,9,8,25,18,1,0,0,1,0,8,5,6,False,Fulham
Leeds,10,2020,30,19,12,3,21,17,0,0,1,0,1,7,2,9,True,Brighton
Brighton,3,2020,21,19,17,10,30,12,1,0,0,1,0,3,8,8,False,Leeds
Leicester,9,2020,8,19,3,16,13,10,1,0,0,2,0,12,2,5,True,Southampton
Southampton,16,2020,13,19,10,9,8,3,0,0,1,0,2,8,5,5,False,Leicester
Liverpool,11,2020,9,19,4,13,11,1,0,1,0,0,0,9,7,3,True,Man Utd
Man Utd,13,2020,11,19,1,11,9,4,0,1,0,0,0,12,4,3,False,Liverpool
Man City,12,2020,10,19,2,6,5,13,1,0,0,4,0,11,5,2,True,Crystal Palace
Crystal Palace,6,2020,5,19,13,12,10,2,0,0,1,0,4,6,5,8,False,Man City
Sheffield Utd,15,2020,29,19,20,17,17,5,0,0,1,1,3,1,2,16,True,Spurs
Spurs,17,2020,17,19,5,15,29,20,1,0,0,3,1,9,6,3,False,Sheffield Utd
West Ham,19,2020,20,19,7,4,3,15,1,0,0,1,0,9,5,5,True,Burnley
Burnley,4,2020,3,19,15,19,20,7,0,0,1,0,1,5,4,9,False,West Ham
Wolves,20,2020,26,19,14,18,19,19,0,0,1,2,3,6,4,9,True,West Brom
West Brom,18,2020,19,19,19,20,26,14,1,0,0,3,2,2,5,12,False,Wolves
Man City,12,2020,10,19,2,2,27,8,1,0,0,2,0,11,5,2,True,Aston Villa
Aston Villa,2,2020,27,19,8,12,10,2,0,0,1,0,2,9,2,6,False,Man City
