team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2020,1,13,15,16,13,3,0,1,0,1,1,4,2,7,True,Southampton
Southampton,16,2020,13,13,3,1,1,15,0,1,0,1,1,7,3,3,False,Arsenal
Aston Villa,2,2020,27,13,11,4,3,17,0,1,0,0,0,6,1,4,True,Burnley
Burnley,4,2020,3,13,17,2,27,11,0,1,0,0,0,2,4,6,False,Aston Villa
Fulham,8,2020,25,13,18,3,21,16,0,1,0,0,0,2,3,8,True,Brighton
Brighton,3,2020,21,13,16,8,25,18,0,1,0,0,0,2,5,6,False,Fulham
Leeds,10,2020,30,13,13,14,23,14,1,0,0,5,2,5,2,6,True,Newcastle
Newcastle,14,2020,23,13,14,10,30,13,0,0,1,2,5,5,2,5,False,Leeds
Leicester,9,2020,8,13,4,7,6,5,0,0,1,0,2,8,0,5,True,Everton
Everton,7,2020,6,13,5,9,8,4,1,0,0,2,0,7,2,4,False,Leicester
Sheffield Utd,15,2020,29,13,20,13,11,6,0,0,1,2,3,0,1,12,True,Man Utd
Man Utd,13,2020,11,13,6,15,29,20,1,0,0,3,2,7,2,3,False,Sheffield Utd
West Ham,19,2020,20,13,8,6,5,12,0,1,0,1,1,6,3,4,True,Crystal Palace
Crystal Palace,6,2020,5,13,12,19,20,8,0,1,0,1,1,5,3,5,False,West Ham
Wolves,20,2020,26,13,10,5,4,7,1,0,0,2,1,6,2,5,True,Chelsea
Chelsea,5,2020,4,13,7,20,26,10,0,0,1,1,2,6,4,3,False,Wolves
Liverpool,11,2020,9,13,1,17,17,2,1,0,0,2,1,8,4,1,True,Spurs
Spurs,17,2020,17,13,2,11,9,1,0,0,1,1,2,7,4,2,False,Liverpool
Man City,12,2020,10,13,9,18,19,19,0,1,0,1,1,5,5,2,True,West Brom
West Brom,18,2020,19,13,19,12,10,9,0,1,0,1,1,1,4,8,False,Man City
