team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2020,1,12,15,4,3,17,0,0,1,0,1,4,1,7,True,Burnley
Burnley,4,2020,3,12,17,1,1,15,1,0,0,1,0,2,3,6,False,Arsenal
Crystal Palace,6,2020,5,12,11,17,17,1,0,1,0,1,1,5,2,5,True,Spurs
Spurs,17,2020,17,12,1,6,5,11,0,1,0,1,1,7,4,1,False,Crystal Palace
Everton,7,2020,6,12,7,5,4,5,1,0,0,1,0,6,2,4,True,Chelsea
Chelsea,5,2020,4,12,5,7,6,7,0,0,1,0,1,6,4,2,False,Everton
Fulham,8,2020,25,12,18,11,9,2,0,1,0,1,1,2,2,8,True,Liverpool
Liverpool,11,2020,9,12,2,8,25,18,0,1,0,1,1,7,4,1,False,Fulham
Leeds,10,2020,30,12,14,19,20,6,0,0,1,1,2,4,2,6,True,West Ham
West Ham,19,2020,20,12,6,10,30,14,1,0,0,2,1,6,2,4,False,Leeds
Leicester,9,2020,8,12,3,3,21,16,1,0,0,3,0,8,0,4,True,Brighton
Brighton,3,2020,21,12,16,9,8,3,0,0,1,0,3,2,4,6,False,Leicester
Man Utd,13,2020,11,12,8,12,10,9,0,1,0,0,0,6,2,3,True,Man City
Man City,12,2020,10,12,9,13,11,8,0,1,0,0,0,5,4,2,False,Man Utd
Newcastle,14,2020,23,12,12,18,19,19,1,0,0,2,1,5,2,4,True,West Brom
West Brom,18,2020,19,12,19,14,23,12,0,0,1,1,2,1,3,8,False,Newcastle
Southampton,16,2020,13,12,4,15,29,20,1,0,0,3,0,7,2,3,True,Sheffield Utd
Sheffield Utd,15,2020,29,12,20,16,13,4,0,0,1,0,3,0,1,11,False,Southampton
Wolves,20,2020,26,12,13,2,27,10,0,0,1,0,1,5,2,5,True,Aston Villa
Aston Villa,2,2020,27,12,10,20,26,13,1,0,0,1,0,6,0,4,False,Wolves
