assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,name_first,name_last,name,season,element_type,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc
0,0,0,0,0.0,1,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,2,0,0,0,0,8,0,46467,3,0,0.0,0,-1691,38,1729,68,True,0,Mesut,Özil,Mesut_Özil,2020,3,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,0,0,0.0,2,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,2,0,0,0,0,8,0,5530,3,0,0.0,0,-321,10,331,49,True,0,Sokratis,Papastathopoulos,Sokratis_Papastathopoulos,2020,2,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,0,0,0.0,3,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,2,0,0,0,0,8,0,68445,3,0,0.0,0,-4860,1916,6776,55,True,0,David,Luiz Moreira Marinho,David_Luiz Moreira Marinho,2020,2,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,7,0,28.3,4,69,3,0,4.2,6.0,2020-11-08T19:15:00Z,90,2,0,0,0,0,8,0,1037701,3,0,8.0,2,7189,53375,46186,117,True,0,Pierre-Emerick,Aubameyang,Pierre-Emerick_Aubameyang,2020,3,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,0,0,0.0,5,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,2,0,0,0,0,8,0,14173,3,0,0.0,0,-687,234,921,47,True,0,Cédric,Soares,Cédric_Soares,2020,2,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,0,0,0.6,6,69,1,0,0.1,0.0,2020-11-08T19:15:00Z,64,2,0,0,0,0,8,0,254990,3,0,4.0,2,-5819,16777,22596,84,True,0,Alexandre,Lacazette,Alexandre_Lacazette,2020,4,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,0,0,0.0,7,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,2,0,0,0,0,8,0,2095,3,0,0.0,0,154,309,155,50,True,0,Shkodran,Mustafi,Shkodran_Mustafi,2020,2,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,12,0,0.0,8,69,3,0,2.7,27.2,2020-11-08T19:15:00Z,90,2,0,0,0,0,8,3,693574,3,0,0.0,2,17605,35861,18256,50,True,0,Bernd,Leno,Bernd_Leno,2020,1,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,0,0,0.0,9,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,2,0,0,0,0,8,0,38929,3,0,0.0,0,-3460,489,3949,53,True,0,Granit,Xhaka,Granit_Xhaka,2020,3,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
0,0,0,0,0.0,10,69,0,0,0.0,0.0,2020-11-08T19:15:00Z,0,2,0,0,0,0,8,0,598,3,0,0.0,0,-16,17,33,44,True,0,Pablo,Marí,Pablo_Marí,2020,2,1.0,12,4,0,4,9,10,-1,8,12,0,11,10,15,10,3,1,4,14,17,-3,8,11,0
