assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,name_first,name_last,name,season,element_type,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc
0,0,0,0,0.0,1,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,42645,3,1,0.0,0,-237,3,240,67,False,0,Mesut,Özil,Mesut_Özil,2020,3,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,2,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,4801,3,1,0.0,0,-26,1,27,48,False,0,Sokratis,Papastathopoulos,Sokratis_Papastathopoulos,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,9,0,0.8,3,197,1,0,0.4,3.6,2021-01-26T20:15:00Z,90,16,0,0,0,0,20,0,59961,3,1,0.0,2,675,1774,1099,54,False,0,David,Luiz Moreira Marinho,David_Luiz Moreira Marinho,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,4,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,548082,3,1,0.0,0,4886,36694,31808,113,False,0,Pierre-Emerick,Aubameyang,Pierre-Emerick_Aubameyang,2020,3,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,11,0,22.6,5,197,1,0,4.5,15.8,2021-01-26T20:15:00Z,90,16,0,0,0,0,20,0,14542,3,1,7.0,2,1754,2437,683,46,False,0,Cédric,Soares,Cédric_Soares,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
1,2,37,0,16.1,6,197,1,1,12.5,52.4,2021-01-26T20:15:00Z,90,16,0,0,0,0,20,0,490598,3,1,56.0,11,13212,92457,79245,83,False,0,Alexandre,Lacazette,Alexandre_Lacazette,2020,4,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,7,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,4261,3,1,0.0,0,-88,149,237,50,False,0,Shkodran,Mustafi,Shkodran_Mustafi,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,15,0,0.0,8,197,1,0,2.7,27.0,2021-01-26T20:15:00Z,90,16,0,0,0,0,20,4,722859,3,1,0.0,3,4915,38783,33868,50,False,0,Bernd,Leno,Bernd_Leno,2020,1,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
1,0,31,0,29.6,9,197,1,0,5.9,29.0,2021-01-26T20:15:00Z,90,16,0,0,0,0,20,0,34572,3,1,0.0,5,-260,1396,1656,52,False,0,Granit,Xhaka,Granit_Xhaka,2020,3,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,10,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,11536,3,1,0.0,0,-5695,247,5942,44,False,0,Pablo,Marí,Pablo_Marí,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,8,0,10.6,11,197,1,0,2.4,11.4,2021-01-26T20:15:00Z,90,16,0,0,0,0,20,0,385321,3,1,2.0,1,-39659,7927,47586,51,False,1,Héctor,Bellerín,Héctor_Bellerín,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,14,0,10.0,12,190,3,0,3.3,22.8,2021-01-27T18:00:00Z,90,4,0,0,0,0,20,2,2590876,2,3,0.0,1,101158,139797,38639,51,False,0,Emiliano,Martínez,Emiliano_Martínez,2020,1,2.0,29,9,2,7,33,21,12,18,29,2,10,16,11,29,8,5,6,27,24,3,19,28,0
0,0,0,0,0.0,13,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,2211,3,1,0.0,0,2,184,182,45,False,0,Calum,Chambers,Calum_Chambers,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,14,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,9625,3,1,0.0,0,-267,1,268,48,False,0,Sead,Kolasinac,Sead_Kolasinac,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,15,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,59725,3,1,0.0,0,-1859,629,2488,46,False,0,Ainsley,Maitland-Niles,Ainsley_Maitland-Niles,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,12,0,0.3,16,197,1,0,2.3,18.4,2021-01-26T20:15:00Z,90,16,0,0,0,0,20,0,388543,3,1,4.0,2,40486,74592,34106,45,False,0,Rob,Holding,Rob_Holding,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,17,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,642438,3,1,0.0,0,13678,73299,59621,54,False,0,Kieran,Tierney,Kieran_Tierney,2020,2,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,20,0,3.1,18,197,1,1,7.7,44.4,2021-01-26T20:15:00Z,90,16,0,0,0,0,20,0,49777,3,1,29.0,6,-984,558,1542,76,False,1,Nicolas,Pépé,Nicolas_Pépé,2020,3,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,19,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,6576,3,1,0.0,0,-45,0,45,47,False,0,Lucas,Torreira,Lucas_Torreira,2020,3,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,3,0,0.0,20,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,1,16,0,0,0,0,20,0,5589,3,1,0.0,1,-122,160,282,47,False,0,Joseph,Willock,Joseph_Willock,2020,3,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
0,0,0,0,0.0,21,197,0,0,0.0,0.0,2021-01-26T20:15:00Z,0,16,0,0,0,0,20,0,3390,3,1,0.0,0,10,107,97,51,False,0,Reiss,Nelson,Reiss_Nelson,2020,3,1.0,30,9,3,8,26,20,6,20,30,3,9,13,2,40,12,4,4,37,27,10,20,31,1
