code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,13,14,15,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,4,2,7,11,16,-5,20,3
7,0,,2,0,Aston Villa,11,19,11,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,6,1,4,21,13,8,23,1
36,0,,3,0,Brighton,13,11,16,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,2,5,6,15,21,-6,18,3
90,0,,4,0,Burnley,12,10,17,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,2,4,6,6,18,-12,15,0
8,0,,5,0,Chelsea,13,22,7,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,6,4,3,26,14,12,16,1
31,0,,6,0,Crystal Palace,13,18,12,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,5,3,5,19,18,1,18,2
11,0,,7,0,Everton,13,23,5,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,7,2,4,23,18,5,21,2
54,0,,8,0,Fulham,13,9,18,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,2,3,8,12,22,-10,26,1
13,0,,9,0,Leicester,13,24,4,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,8,0,5,24,17,7,28,0
2,0,,10,0,Leeds,13,17,13,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,5,2,6,22,24,-2,22,0
14,0,,11,0,Liverpool,13,28,1,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,8,4,1,29,19,10,10,0
43,0,,12,0,Man City,12,20,9,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,5,5,2,18,12,6,17,0
1,0,,13,0,Man Utd,12,23,6,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,7,2,3,22,19,3,19,1
4,0,,14,0,Newcastle,12,17,14,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,5,2,5,16,21,-5,24,0
49,0,,15,0,Sheffield Utd,13,1,20,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,0,1,12,7,24,-17,19,1
20,0,,16,0,Southampton,13,24,3,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,7,3,3,25,18,7,19,0
6,0,,17,0,Spurs,13,25,2,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,7,4,2,25,12,13,16,0
35,0,,18,0,West Brom,13,7,19,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,1,4,8,10,26,-16,19,2
21,0,,19,0,West Ham,13,21,8,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,6,3,4,21,16,5,18,0
39,0,,20,0,Wolves,13,20,10,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,6,2,5,13,17,-4,18,1
