code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,8,12,11,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,4,0,4,9,10,-1,12,0
7,0,,2,0,Aston Villa,7,15,6,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,5,0,2,18,9,9,14,0
36,0,,3,0,Brighton,8,6,16,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,1,3,4,11,14,-3,11,2
90,0,,4,0,Burnley,7,2,19,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,0,2,5,3,12,-9,11,0
8,0,,5,0,Chelsea,8,15,5,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,4,3,1,20,10,10,7,1
31,0,,6,0,Crystal Palace,8,13,8,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,4,1,3,12,12,0,12,1
11,0,,7,0,Everton,8,13,7,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,4,1,3,16,14,2,15,2
54,0,,8,0,Fulham,8,4,17,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,1,1,6,7,15,-8,18,1
13,0,,9,0,Leicester,8,18,1,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,6,0,2,18,9,9,19,0
2,0,,10,0,Leeds,8,10,15,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,3,1,4,14,17,-3,11,0
14,0,,11,0,Liverpool,8,17,3,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,5,2,1,18,16,2,7,0
43,0,,12,0,Man City,7,12,10,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,3,3,1,10,9,1,12,0
1,0,,13,0,Man Utd,7,10,14,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,3,1,3,12,14,-2,15,1
4,0,,14,0,Newcastle,8,11,13,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,3,2,3,10,13,-3,17,0
49,0,,15,0,Sheffield Utd,8,1,20,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,0,1,7,4,14,-10,11,1
20,0,,16,0,Southampton,8,16,4,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,5,1,2,16,12,4,12,0
6,0,,17,0,Spurs,8,17,2,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,5,2,1,19,9,10,8,0
35,0,,18,0,West Brom,8,3,18,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,0,3,5,6,17,-11,8,1
21,0,,19,0,West Ham,8,11,12,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,3,2,3,14,10,4,15,0
39,0,,20,0,Wolves,8,13,9,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,4,1,3,8,9,-1,7,0
