team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2020,21,3,12,13,11,14,0,0,1,2,3,1,0,2,True,Man Utd
Man Utd,13,2020,11,3,14,3,21,12,1,0,0,3,2,1,0,1,False,Brighton
Burnley,4,2020,3,3,18,16,13,15,0,0,1,0,1,0,0,2,True,Southampton
Southampton,16,2020,13,3,15,4,3,18,1,0,0,1,0,1,0,2,False,Burnley
Crystal Palace,6,2020,5,3,6,7,6,3,0,0,1,1,2,2,0,1,True,Everton
Everton,7,2020,6,3,3,6,5,6,1,0,0,2,1,3,0,0,False,Crystal Palace
Fulham,8,2020,25,3,20,2,27,4,0,0,1,0,3,0,0,3,True,Aston Villa
Aston Villa,2,2020,27,3,4,8,25,20,1,0,0,3,0,2,0,0,False,Fulham
Liverpool,11,2020,9,3,2,1,1,5,1,0,0,3,1,3,0,0,True,Arsenal
Arsenal,1,2020,1,3,5,11,9,2,0,0,1,1,3,2,0,1,False,Liverpool
Man City,12,2020,10,3,13,9,8,1,0,0,1,2,5,1,0,1,True,Leicester
Leicester,9,2020,8,3,1,12,10,13,1,0,0,5,2,3,0,0,False,Man City
Sheffield Utd,15,2020,29,3,19,10,30,7,0,0,1,0,1,0,0,3,True,Leeds
Leeds,10,2020,30,3,7,15,29,19,1,0,0,1,0,2,0,1,False,Sheffield Utd
Spurs,17,2020,17,3,8,14,23,10,0,1,0,1,1,1,1,1,True,Newcastle
Newcastle,14,2020,23,3,10,17,17,8,0,1,0,1,1,1,1,1,False,Spurs
West Brom,18,2020,19,3,17,5,4,9,0,1,0,3,3,0,1,2,True,Chelsea
Chelsea,5,2020,4,3,9,18,19,17,0,1,0,3,3,1,1,1,False,West Brom
West Ham,19,2020,20,3,11,20,26,16,1,0,0,4,0,1,0,2,True,Wolves
Wolves,20,2020,26,3,16,19,20,11,0,0,1,0,4,1,0,2,False,West Ham
