code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,14,14,15,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,4,2,8,12,18,-6,22,3
7,0,,2,0,Aston Villa,12,22,9,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,7,1,4,24,13,11,25,1
36,0,,3,0,Brighton,14,12,17,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,2,6,6,16,22,-6,20,3
90,0,,4,0,Burnley,13,13,16,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,3,4,6,8,19,-11,17,0
8,0,,5,0,Chelsea,14,25,5,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,7,4,3,29,14,15,16,1
31,0,,6,0,Crystal Palace,14,18,13,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,5,3,6,19,25,-6,19,2
11,0,,7,0,Everton,14,26,4,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,8,2,4,25,19,6,22,2
54,0,,8,0,Fulham,14,10,18,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,2,4,8,13,23,-10,28,2
13,0,,9,0,Leicester,14,27,2,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,9,0,5,26,17,9,30,0
2,0,,10,0,Leeds,14,17,14,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,5,2,7,24,30,-6,22,0
14,0,,11,0,Liverpool,14,31,1,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,9,4,1,36,19,17,10,0
43,0,,12,0,Man City,13,23,8,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,6,5,2,19,12,7,19,0
1,0,,13,0,Man Utd,13,26,3,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,8,2,3,28,21,7,20,1
4,0,,14,0,Newcastle,13,18,12,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,5,3,5,17,22,-5,25,0
49,0,,15,0,Sheffield Utd,14,2,20,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,0,2,12,8,25,-17,24,2
20,0,,16,0,Southampton,14,24,7,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,7,3,4,25,19,6,21,0
6,0,,17,0,Spurs,14,25,6,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,7,4,3,25,14,11,18,0
35,0,,18,0,West Brom,14,7,19,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,1,4,9,10,29,-19,20,3
21,0,,19,0,West Ham,14,21,10,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,6,3,5,21,19,2,18,0
39,0,,20,0,Wolves,14,20,11,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,6,2,6,14,19,-5,19,1
