team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2020,1,10,14,20,26,7,0,0,1,1,2,4,1,5,True,Wolves
Wolves,20,2020,26,10,7,1,1,14,1,0,0,2,1,5,2,3,False,Arsenal
Brighton,3,2020,21,10,16,11,9,2,0,1,0,1,1,2,4,4,True,Liverpool
Liverpool,11,2020,9,10,2,3,21,16,0,1,0,1,1,6,3,1,False,Brighton
Chelsea,5,2020,4,10,3,17,17,1,0,1,0,0,0,5,4,1,True,Spurs
Spurs,17,2020,17,10,1,5,4,3,0,1,0,0,0,6,3,1,False,Chelsea
Crystal Palace,6,2020,5,10,15,14,23,13,0,0,1,0,2,4,1,5,True,Newcastle
Newcastle,14,2020,23,10,13,6,5,15,1,0,0,2,0,4,2,4,False,Crystal Palace
Everton,7,2020,6,10,8,10,30,12,0,0,1,0,1,5,1,4,True,Leeds
Leeds,10,2020,30,10,12,7,6,8,1,0,0,1,0,4,2,4,False,Everton
Leicester,9,2020,8,10,4,8,25,17,0,0,1,1,2,6,0,4,True,Fulham
Fulham,8,2020,25,10,17,9,8,4,1,0,0,2,1,2,1,7,False,Leicester
Man City,12,2020,10,10,11,4,3,19,1,0,0,5,0,4,3,2,True,Burnley
Burnley,4,2020,3,10,19,12,10,11,0,0,1,0,5,1,2,6,False,Man City
Southampton,16,2020,13,10,6,13,11,9,0,0,1,2,3,5,2,3,True,Man Utd
Man Utd,13,2020,11,10,9,16,13,6,1,0,0,3,2,5,1,3,False,Southampton
West Brom,18,2020,19,10,18,15,29,20,1,0,0,1,0,1,3,6,True,Sheffield Utd
Sheffield Utd,15,2020,29,10,20,18,19,18,0,0,1,0,1,0,1,9,False,West Brom
West Ham,19,2020,20,10,5,2,27,10,1,0,0,2,1,5,2,3,True,Aston Villa
Aston Villa,2,2020,27,10,10,19,20,5,0,0,1,1,2,5,0,4,False,West Ham
