team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2020,21,14,17,15,29,20,0,1,0,1,1,2,6,6,True,Sheffield Utd
Sheffield Utd,15,2020,29,14,20,3,21,17,0,1,0,1,1,0,2,12,False,Brighton
Burnley,4,2020,3,14,16,20,26,11,1,0,0,2,1,3,4,6,True,Wolves
Wolves,20,2020,26,14,11,4,3,16,0,0,1,1,2,6,2,6,False,Burnley
Chelsea,5,2020,4,14,5,19,20,10,1,0,0,3,0,7,4,3,True,West Ham
West Ham,19,2020,20,14,10,5,4,5,0,0,1,0,3,6,3,5,False,Chelsea
Crystal Palace,6,2020,5,14,13,11,9,1,0,0,1,0,7,5,3,6,True,Liverpool
Liverpool,11,2020,9,14,1,6,5,13,1,0,0,7,0,9,4,1,False,Crystal Palace
Everton,7,2020,6,14,4,1,1,15,1,0,0,2,1,8,2,4,True,Arsenal
Arsenal,1,2020,1,14,15,7,6,4,0,0,1,1,2,4,2,8,False,Everton
Man Utd,13,2020,11,14,3,10,30,14,1,0,0,6,2,8,2,3,True,Leeds
Leeds,10,2020,30,14,14,13,11,3,0,0,1,2,6,5,2,7,False,Man Utd
Newcastle,14,2020,23,14,12,8,25,18,0,1,0,1,1,5,3,5,True,Fulham
Fulham,8,2020,25,14,18,14,23,12,0,1,0,1,1,2,4,8,False,Newcastle
Southampton,16,2020,13,14,7,12,10,8,0,0,1,0,1,7,3,4,True,Man City
Man City,12,2020,10,14,8,16,13,7,1,0,0,1,0,6,5,2,False,Southampton
Spurs,17,2020,17,14,6,9,8,2,0,0,1,0,2,7,4,3,True,Leicester
Leicester,9,2020,8,14,2,17,17,6,1,0,0,2,0,9,0,5,False,Spurs
West Brom,18,2020,19,14,19,2,27,9,0,0,1,0,3,1,4,9,True,Aston Villa
Aston Villa,2,2020,27,14,9,18,19,19,1,0,0,3,0,7,1,4,False,West Brom
