code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,16,20,13,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,6,2,8,16,19,-3,25,3
7,0,,2,0,Aston Villa,14,26,5,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,8,2,4,28,14,14,27,2
36,0,,3,0,Brighton,16,13,17,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,2,7,7,18,25,-7,21,3
90,0,,4,0,Burnley,15,16,16,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,4,4,7,9,20,-11,21,0
8,0,,5,0,Chelsea,16,26,6,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,7,5,4,31,18,13,20,1
31,0,,6,0,Crystal Palace,16,19,15,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,5,4,7,20,29,-9,23,2
11,0,,7,0,Everton,15,29,4,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,9,2,4,26,19,7,26,2
54,0,,8,0,Fulham,15,11,18,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,2,5,8,13,23,-10,30,2
13,0,,9,0,Leicester,16,29,3,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,9,2,5,29,20,9,33,0
2,0,,10,0,Leeds,16,23,11,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,7,2,7,30,30,0,23,0
14,0,,11,0,Liverpool,16,33,1,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,9,6,1,37,20,17,13,0
43,0,,12,0,Man City,14,26,8,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,7,5,2,21,12,9,21,0
1,0,,13,0,Man Utd,15,30,2,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,9,3,3,31,23,8,22,1
4,0,,14,0,Newcastle,15,19,14,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,5,4,6,17,24,-7,29,0
49,0,,15,0,Sheffield Utd,16,2,20,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,0,2,14,8,27,-19,28,2
20,0,,16,0,Southampton,16,26,9,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,7,5,4,25,19,6,24,0
6,0,,17,0,Spurs,15,26,7,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,7,5,3,26,15,11,19,0
35,0,,18,0,West Brom,16,8,19,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,1,5,10,11,35,-24,21,3
21,0,,19,0,West Ham,16,23,10,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,6,5,5,23,21,2,19,0
39,0,,20,0,Wolves,16,21,12,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,6,3,7,15,21,-6,24,1
