code,draw,form,id,loss,name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,9,13,12,ARS,4,,False,0,1190,1210,1170,1210,1190,1200,1,4,1,4,9,10,-1,11,1
7,0,,2,0,Aston Villa,8,15,7,AVL,3,,False,0,1150,1160,1150,1150,1180,1210,2,5,0,3,19,11,8,16,0
36,0,,3,0,Brighton,9,9,16,BHA,3,,False,0,1080,1100,1150,1180,1090,1100,131,2,3,4,13,15,-2,13,3
90,0,,4,0,Burnley,8,5,17,BUR,2,,False,0,1050,1080,1120,1190,1010,1030,43,1,2,5,4,12,-8,13,0
8,0,,5,0,Chelsea,9,18,3,CHE,4,,False,0,1260,1280,1240,1280,1270,1310,4,5,3,1,22,10,12,7,1
31,0,,6,0,Crystal Palace,9,13,11,CRY,3,,False,0,1110,1150,1100,1150,1020,1050,6,4,1,4,12,13,-1,12,1
11,0,,7,0,Everton,9,16,6,EVE,3,,False,0,1180,1210,1150,1170,1210,1250,7,5,1,3,19,16,3,15,2
54,0,,8,0,Fulham,9,4,18,FUL,2,,False,0,1000,1020,1020,1030,1020,1020,34,1,1,7,9,18,-9,20,1
13,0,,9,0,Leicester,9,18,4,LEI,4,,False,0,1220,1240,1190,1190,1200,1180,26,6,0,3,18,12,6,21,0
2,0,,10,0,Leeds,9,11,14,LEE,3,,False,0,1100,1130,1060,1110,1130,1160,9,3,2,4,14,17,-3,14,0
14,0,,11,0,Liverpool,9,20,2,LIV,5,,False,0,1320,1360,1240,1320,1330,1350,10,6,2,1,21,16,5,7,0
43,0,,12,0,Man City,8,12,13,MCI,5,,False,0,1310,1360,1260,1320,1330,1350,11,3,3,2,10,11,-1,14,0
1,0,,13,0,Man Utd,8,13,10,MUN,4,,False,0,1230,1230,1220,1230,1250,1260,12,4,1,3,13,14,-1,16,1
4,0,,14,0,Newcastle,9,11,15,NEW,3,,False,0,1100,1130,1100,1120,1010,1060,23,3,2,4,10,15,-5,19,0
49,0,,15,0,Sheffield Utd,9,1,20,SHU,3,,False,0,1070,1100,1110,1130,1010,1050,18,0,1,8,4,15,-11,11,1
20,0,,16,0,Southampton,9,17,5,SOU,3,,False,0,1150,1180,1140,1200,1110,1160,20,5,2,2,17,13,4,12,0
6,0,,17,0,Spurs,9,20,1,TOT,4,,False,0,1270,1280,1190,1240,1280,1320,21,6,2,1,21,9,12,10,0
35,0,,18,0,West Brom,9,3,19,WBA,2,,False,0,1010,1030,1020,1020,1000,1010,36,0,3,6,6,18,-12,9,1
21,0,,19,0,West Ham,9,14,8,WHU,3,,False,0,1140,1170,1150,1160,1170,1180,25,4,2,3,15,10,5,15,0
39,0,,20,0,Wolves,9,14,9,WOL,3,,False,0,1160,1190,1180,1220,1100,1170,38,4,2,3,9,10,-1,9,0
