team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Brighton,3,2020,21,11,16,16,13,5,0,0,1,1,2,2,4,5,True,Southampton
Southampton,16,2020,13,11,5,3,21,16,1,0,0,2,1,6,2,3,False,Brighton
Burnley,4,2020,3,11,18,7,6,9,0,1,0,1,1,1,3,6,True,Everton
Everton,7,2020,6,11,9,4,3,18,0,1,0,1,1,5,2,4,False,Burnley
Chelsea,5,2020,4,11,3,10,30,14,1,0,0,3,1,6,4,1,True,Leeds
Leeds,10,2020,30,11,14,5,4,3,0,0,1,1,3,4,2,5,False,Chelsea
Liverpool,11,2020,9,11,2,20,26,10,1,0,0,4,0,7,3,1,True,Wolves
Wolves,20,2020,26,11,10,11,9,2,0,0,1,0,4,5,2,4,False,Liverpool
Man City,12,2020,10,11,7,8,25,17,1,0,0,2,0,5,3,2,True,Fulham
Fulham,8,2020,25,11,17,12,10,7,0,0,1,0,2,2,1,8,False,Man City
Sheffield Utd,15,2020,29,11,20,9,8,4,0,0,1,1,2,0,1,10,True,Leicester
Leicester,9,2020,8,11,4,15,29,20,1,0,0,2,1,7,0,4,False,Sheffield Utd
Spurs,17,2020,17,11,1,1,1,15,1,0,0,2,0,7,3,1,True,Arsenal
Arsenal,1,2020,1,11,15,17,17,1,0,0,1,0,2,4,1,6,False,Spurs
West Brom,18,2020,19,11,19,6,5,11,0,0,1,1,5,1,3,7,True,Crystal Palace
Crystal Palace,6,2020,5,11,11,18,19,19,1,0,0,5,1,5,1,5,False,West Brom
West Ham,19,2020,20,11,8,13,11,6,0,0,1,1,3,5,2,4,True,Man Utd
Man Utd,13,2020,11,11,6,19,20,8,1,0,0,3,1,6,1,3,False,West Ham
