team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Aston Villa,2,2019,27,18,18,16,13,17,0,0,1,1,3,4,3,11,True,Southampton
Southampton,16,2019,13,18,17,2,27,18,1,0,0,3,1,5,3,10,False,Aston Villa
Bournemouth,3,2019,2,18,14,5,3,10,0,0,1,0,1,5,4,9,True,Burnley
Burnley,5,2019,3,18,10,3,2,14,1,0,0,1,0,7,3,8,False,Bournemouth
Brighton,4,2019,21,18,13,15,29,5,0,0,1,0,1,5,5,8,True,Sheffield Utd
Sheffield Utd,15,2019,29,18,5,4,21,13,1,0,0,1,0,7,7,4,False,Brighton
Everton,8,2019,6,18,15,1,1,11,0,1,0,0,0,5,4,9,True,Arsenal
Arsenal,1,2019,1,18,11,8,6,15,0,1,0,0,0,5,8,5,False,Everton
Man City,11,2019,10,18,3,9,8,2,1,0,0,3,1,12,2,4,True,Leicester
Leicester,9,2019,8,18,2,11,10,3,0,0,1,1,3,12,3,3,False,Man City
Newcastle,13,2019,23,18,9,7,5,12,1,0,0,1,0,7,4,7,True,Crystal Palace
Crystal Palace,7,2019,5,18,12,13,23,9,0,0,1,0,1,6,5,7,False,Newcastle
Norwich,14,2019,28,18,19,20,26,6,0,0,1,1,2,3,3,12,True,Wolves
Wolves,20,2019,26,18,6,14,28,19,1,0,0,2,1,6,9,3,False,Norwich
Spurs,17,2019,17,18,7,6,4,4,0,0,1,0,2,7,5,6,True,Chelsea
Chelsea,6,2019,4,18,4,17,17,7,1,0,0,2,0,10,2,6,False,Spurs
Watford,18,2019,18,18,20,12,11,8,1,0,0,2,0,2,6,10,True,Man Utd
Man Utd,12,2019,11,18,8,18,18,20,0,0,1,0,2,6,7,5,False,Watford
