code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,3,6,3,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,2,0,1,4,4,0,6,0
7,0,,2,0,Aston Villa,3,3,16,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,1,0,2,4,5,-1,2,0
91,0,,3,0,Bournemouth,3,4,11,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,1,1,1,4,5,-1,5,0
36,0,,4,0,Brighton,3,4,8,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,1,1,1,4,3,1,2,1
90,0,,5,0,Burnley,3,4,6,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,1,1,1,5,3,2,3,0
8,0,,6,0,Chelsea,3,4,13,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,1,1,1,4,7,-3,6,0
31,0,,7,0,Crystal Palace,3,4,10,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,1,1,1,2,2,0,7,0
11,0,,8,0,Everton,3,4,12,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,1,1,1,1,2,-1,6,1
13,0,,9,0,Leicester,3,5,4,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,1,2,0,3,2,1,1,0
14,0,,10,0,Liverpool,3,9,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,3,0,0,9,3,6,2,0
43,0,,11,0,Man City,3,7,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,2,1,0,10,3,7,6,0
1,0,,12,0,Man Utd,3,4,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,1,1,1,6,3,3,7,0
4,0,,13,0,Newcastle,3,3,19,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,1,0,2,2,4,-2,7,0
45,0,,14,0,Norwich,3,3,17,14,NOR,2,1040,1030,990,990,1020,980,,False,0,1,0,2,6,8,-2,4,0
49,0,,15,0,Sheffield Utd,3,4,9,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,1,1,1,3,3,0,5,0
20,0,,16,0,Southampton,3,3,18,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,1,0,2,3,5,-2,5,0
6,0,,17,0,Spurs,3,4,7,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,1,1,1,5,4,1,2,0
57,0,,18,0,Watford,3,0,20,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,0,0,3,1,7,-6,4,0
21,0,,19,0,West Ham,3,4,14,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,1,1,1,4,7,-3,5,0
39,0,,20,0,Wolves,3,3,15,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,0,3,0,2,2,0,3,0
