name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Ederson_Santana de Moraes_212,0,0,16,0,0.0,212,175,1,0,0.9,9.4,2019-12-21T17:30:00Z,90,9,0,0,0,0,18,1,994042,1,3,0.0,2,-14118,7437,21555,60,True,0,11.0,38,12,2,4,50,20,30,18,37,1,3,2019,20,5,30,7,9,3,29,24,5,19,32,2,Ederson,Santana de Moraes,1
Hugo_Lloris_340,0,0,0,0,0.0,340,178,0,0,0.0,0.0,2019-12-22T16:30:00Z,0,6,0,0,0,0,18,0,249034,2,0,0.0,0,-4080,73,4153,53,True,0,17.0,26,7,5,6,32,26,6,18,33,3,7,2019,4,15,20,5,5,9,22,28,-6,19,28,2,Hugo,Lloris,1
Cenk_Tosun_146,0,0,4,1,1.1,146,174,0,0,1.1,0.0,2019-12-21T12:30:00Z,68,1,0,0,0,0,18,0,7998,0,0,11.0,2,-164,118,282,57,True,0,8.0,19,5,4,9,20,29,-9,18,33,2,15,2019,5,12,24,7,3,9,23,30,-7,19,32,0,Cenk,Tosun,4
Callum_Robinson_453,0,0,0,0,0.0,453,173,0,0,0.0,0.0,2019-12-21T15:00:00Z,0,4,0,0,0,0,18,0,21355,1,0,0.0,0,-1447,119,1566,51,False,0,15.0,28,7,7,4,22,16,6,18,39,1,5,2019,18,19,13,2,7,10,12,33,-21,19,41,1,Callum,Robinson,3
Heung-Min_Son_342,0,0,-3,0,1.3,342,178,2,0,0.4,0.0,2019-12-22T16:30:00Z,61,6,0,0,0,1,18,0,1759586,2,0,8.0,-1,182722,232314,49592,101,True,0,17.0,26,7,5,6,32,26,6,18,33,3,7,2019,4,15,20,5,5,9,22,28,-6,19,28,2,Heung-Min,Son,3
João Filipe Iria_Santos Moutinho_415,1,0,22,0,30.0,415,177,1,0,7.1,22.6,2019-12-21T15:00:00Z,90,14,0,0,0,0,18,0,416178,2,1,18.0,4,8770,30993,22223,54,False,1,20.0,27,6,9,3,26,22,4,18,32,2,6,2019,11,3,38,12,2,5,52,23,29,19,38,2,João Filipe Iria,Santos Moutinho,3
Danny_Rose_332,0,0,5,0,1.0,332,178,0,0,0.6,5.4,2019-12-22T16:30:00Z,16,6,0,0,0,0,18,0,103593,2,0,0.0,1,-2283,1079,3362,53,True,0,13.0,25,7,4,7,18,24,-6,18,32,2,9,2019,4,15,20,5,5,9,22,28,-6,19,28,2,Danny,Rose,2
Martin_Kelly_128,0,0,10,0,2.8,128,176,1,0,1.5,10.2,2019-12-21T15:00:00Z,90,13,0,0,0,0,18,0,2292298,0,1,2.0,2,117359,133019,15660,44,False,0,7.0,23,6,5,7,15,20,-5,18,30,1,12,2019,19,17,19,5,4,9,20,30,-10,18,36,1,Martin,Kelly,2
Harry_Winks_347,0,0,0,0,0.0,347,178,0,0,0.0,0.0,2019-12-22T16:30:00Z,0,6,0,0,0,0,18,0,19455,2,0,0.0,0,-377,195,572,52,True,0,17.0,26,7,5,6,32,26,6,18,33,3,7,2019,4,15,20,5,5,9,22,28,-6,19,28,2,Harry,Winks,3
Scott_Carson_562,0,0,0,0,0.0,562,175,0,0,0.0,0.0,2019-12-21T17:30:00Z,0,9,0,0,0,0,18,0,3561,1,3,0.0,0,234,495,261,40,True,0,11.0,38,12,2,4,50,20,30,18,37,1,3,2019,20,5,30,7,9,3,29,24,5,19,32,2,Scott,Carson,1
Ashley_Westwood_101,1,0,11,1,12.8,101,172,0,0,3.5,20.4,2019-12-21T15:00:00Z,90,3,0,0,0,0,18,0,23529,1,0,2.0,5,816,1805,989,54,False,1,5.0,24,7,3,8,23,29,-6,18,32,0,10,2019,8,13,22,6,4,9,21,29,-8,19,33,2,Ashley,Westwood,3
Lucas_Digne_141,0,3,29,1,16.3,141,174,0,0,3.2,16.0,2019-12-21T12:30:00Z,90,1,0,0,0,0,18,0,819287,0,0,0.0,9,-60678,1193,61871,57,True,0,8.0,19,5,4,9,20,29,-9,18,33,2,15,2019,5,12,24,7,3,9,23,30,-7,19,32,0,Lucas,Digne,2
Ayoze_Pérez_265,0,0,6,0,11.7,265,175,2,0,2.2,7.4,2019-12-21T17:30:00Z,67,11,0,0,0,0,18,0,337973,1,3,3.0,2,-67832,2840,70672,61,False,0,9.0,39,12,3,3,41,14,27,18,21,0,2,2019,10,1,52,17,1,0,46,14,32,18,19,1,Ayoze,Pérez,3
