code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,30,40,10,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,9,13,8,41,41,0,66,4
7,0,,2,0,Aston Villa,30,26,19,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,7,5,18,35,58,-23,56,1
91,0,,3,0,Bournemouth,30,27,18,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,7,6,17,29,49,-20,59,3
36,0,,4,0,Brighton,30,32,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,7,11,12,34,41,-7,47,2
90,0,,5,0,Burnley,30,39,11,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,11,6,13,34,45,-11,59,0
8,0,,6,0,Chelsea,30,51,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,15,6,9,53,40,13,54,0
31,0,,7,0,Crystal Palace,30,42,9,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,11,9,10,28,32,-4,50,1
11,0,,8,0,Everton,30,38,12,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,10,8,12,37,46,-9,55,3
13,0,,9,0,Leicester,30,54,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,16,6,8,59,29,30,34,1
14,0,,10,0,Liverpool,30,83,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,27,2,1,66,21,45,28,1
43,0,,11,0,Man City,30,63,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,20,3,7,76,31,45,53,3
1,0,,12,0,Man Utd,30,46,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,12,10,8,45,31,14,57,0
4,0,,13,0,Newcastle,30,38,13,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,10,8,12,28,41,-13,59,3
45,0,,14,0,Norwich,30,21,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,5,6,19,25,55,-30,54,1
49,0,,15,0,Sheffield Utd,30,44,7,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,11,11,8,30,28,2,52,2
20,0,,16,0,Southampton,30,37,14,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,11,4,15,38,52,-14,42,3
6,0,,17,0,Spurs,30,42,8,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,11,9,10,48,41,7,58,3
57,0,,18,0,Watford,30,28,16,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,6,10,14,28,45,-17,61,3
21,0,,19,0,West Ham,30,27,17,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,7,6,17,35,52,-17,54,1
39,0,,20,0,Wolves,30,46,6,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,11,13,6,43,34,9,44,2
