name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Connolly_534,0,3,53,1,23.8,534,72,0,2,20.1,70.2,2019-10-05T11:30:00Z,79,17,0,0,0,0,8,0,35026,0,3,107.0,13,2156,5952,3796,45,True,0,4.0,9,2,3,3,8,10,-2,8,9,1,14,2019,2,12,11,3,2,4,15,13,2,9,14,1,Aaron,Connolly,4
Aaron_Cresswell_376,0,0,16,0,1.3,376,80,1,0,1.8,13.0,2019-10-05T16:30:00Z,83,7,0,0,0,0,8,0,167821,2,1,4.0,2,106465,111664,5199,49,True,0,19.0,12,3,3,2,11,11,0,8,14,1,8,2019,8,15,10,3,1,5,8,13,-5,9,17,2,Aaron,Cresswell,2
Aaron_Lennon_430,0,0,3,0,0.8,430,73,0,0,0.1,0.0,2019-10-05T14:00:00Z,6,8,0,0,0,0,8,0,7140,0,1,0.0,1,-379,155,534,48,True,0,5.0,12,3,3,2,11,9,2,8,11,0,7,2019,9,3,17,5,2,2,16,8,8,9,11,0,Aaron,Lennon,3
Aaron_Mooy_516,0,0,15,1,14.9,516,72,0,0,3.5,19.0,2019-10-05T11:30:00Z,90,17,0,0,0,0,8,0,11138,0,3,1.0,3,-370,324,694,48,True,0,4.0,9,2,3,3,8,10,-2,8,9,1,14,2019,2,12,11,3,2,4,15,13,2,9,14,1,Aaron,Mooy,3
Aaron_Ramsdale_494,0,0,10,0,0.0,494,71,1,0,1.1,10.6,2019-10-06T13:00:00Z,90,1,0,0,0,0,8,1,58222,0,1,0.0,2,6643,12532,5889,45,False,0,3.0,11,3,2,3,13,13,0,8,16,0,10,2019,14,19,7,2,1,6,10,21,-11,9,14,0,Aaron,Ramsdale,1
Aaron_Wan-Bissaka_122,0,0,0,0,0.0,122,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,13,0,0,0,0,8,0,1407083,0,1,0.0,0,-200518,4987,205505,55,False,0,12.0,9,2,3,3,9,8,1,8,19,0,12,2019,10,1,25,8,1,0,21,7,14,9,8,0,Aaron,Wan-Bissaka,2
Abdoulaye_Doucouré_368,0,0,9,1,7.5,368,79,0,0,3.3,12.8,2019-10-05T14:00:00Z,90,15,0,0,0,0,8,0,69647,0,0,13.0,3,-4812,796,5608,57,True,0,18.0,3,0,3,5,4,20,-16,8,13,0,20,2019,17,7,12,3,3,3,15,13,2,9,15,1,Abdoulaye,Doucouré,3
Adama_Traoré_417,0,3,59,1,14.3,417,75,0,2,12.5,84.4,2019-10-06T13:00:00Z,90,11,0,0,0,0,8,0,26625,2,0,26.0,16,-461,2170,2631,50,False,0,20.0,10,2,4,2,11,11,0,8,10,2,11,2019,16,17,8,2,2,5,9,16,-7,9,12,1,Adama,Traoré,3
Adam_Idah_538,0,0,0,0,0.0,538,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,2,0,0,0,0,8,0,6427,5,1,0.0,0,130,1059,929,45,True,0,14.0,6,2,0,6,10,21,-11,8,11,0,19,2019,3,10,12,3,3,3,13,13,0,9,17,0,Adam,Idah,4
Adam_Lallana_195,0,0,3,0,0.1,195,74,0,0,0.0,0.2,2019-10-05T14:00:00Z,1,9,0,0,0,0,8,0,7420,1,2,0.0,1,-289,111,400,58,True,0,10.0,24,8,0,0,20,6,14,8,7,0,1,2019,12,14,10,2,4,3,10,9,1,9,19,0,Adam,Lallana,3
Adam_Masina_355,0,0,0,0,0.0,355,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,15,0,0,0,0,8,0,4247,0,0,0.0,0,-134,22,156,44,True,0,18.0,3,0,3,5,4,20,-16,8,13,0,20,2019,17,7,12,3,3,3,15,13,2,9,15,1,Adam,Masina,2
Adam_Smith_63,0,0,0,0,0.0,63,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,1,0,0,0,0,8,0,34248,0,1,0.0,0,-5160,18,5178,43,False,0,3.0,11,3,2,3,13,13,0,8,16,0,10,2019,14,19,7,2,1,6,10,21,-11,9,14,0,Adam,Smith,2
Adam_Webster_493,0,0,32,1,10.8,493,72,0,0,3.8,24.8,2019-10-05T11:30:00Z,90,17,0,0,0,0,8,0,8328,0,3,2.0,6,212,728,516,44,True,0,4.0,9,2,3,3,8,10,-2,8,9,1,14,2019,2,12,11,3,2,4,15,13,2,9,14,1,Adam,Webster,2
Addji Keaninkin Marc-Israel_Guehi_545,0,0,0,0,0.0,545,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,16,0,0,0,0,8,0,1832,4,1,0.0,0,947,1119,172,40,False,0,6.0,14,4,2,2,18,14,4,8,14,0,5,2019,13,18,8,2,2,5,5,14,-9,9,19,1,Addji Keaninkin Marc-Israel,Guehi,2
Ademola_Lookman_155,0,0,0,0,0.0,155,73,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,5,0,0,0,0,8,0,459,0,1,0.0,0,-12,7,19,50,False,0,8.0,7,2,1,5,6,13,-7,8,15,2,18,2019,19,11,12,3,3,3,11,13,-2,9,16,1,Ademola,Lookman,3
Adrian_Mariappa_356,0,0,0,0,0.0,356,79,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,15,0,0,0,0,8,0,11059,0,0,0.0,0,-411,137,548,43,True,0,18.0,3,0,3,5,4,20,-16,8,13,0,20,2019,17,7,12,3,3,3,15,13,2,9,15,1,Adrian,Mariappa,2
Adrián_San Miguel del Castillo_526,0,0,10,0,0.0,526,74,1,0,0.5,4.8,2019-10-05T14:00:00Z,90,9,0,0,0,0,8,0,479476,1,2,0.0,2,7035,32847,25812,46,True,0,10.0,24,8,0,0,20,6,14,8,7,0,1,2019,12,14,10,2,4,3,10,9,1,9,19,0,Adrián,San Miguel del Castillo,1
Ahmed_El Mohamady_22,0,0,0,0,0.0,22,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,14,0,0,0,0,8,0,79229,5,1,0.0,0,-6403,1485,7888,43,False,0,2.0,8,2,2,4,13,12,1,8,13,1,15,2019,4,16,9,2,3,4,9,12,-3,9,11,2,Ahmed,El Mohamady,2
Ainsley_Maitland-Niles_4,0,0,0,0,0.0,4,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,3,0,0,0,0,8,0,368825,0,1,0.0,0,-36045,6617,42662,50,True,0,1.0,15,4,3,1,13,11,2,8,20,1,3,2019,15,9,12,3,3,3,8,7,1,9,17,1,Ainsley,Maitland-Niles,2
Akin_Famewo_552,0,0,0,0,0.0,552,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,2,0,0,0,0,8,0,0,5,1,0.0,0,0,0,0,40,True,0,14.0,6,2,0,6,10,21,-11,8,11,0,19,2019,3,10,12,3,3,3,13,13,0,9,17,0,Akin,Famewo,2
Albian_Ajeti_514,0,0,0,0,0.0,514,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,7,0,0,0,0,8,0,2553,2,1,0.0,0,-60,109,169,58,True,0,19.0,12,3,3,2,11,11,0,8,14,1,8,2019,8,15,10,3,1,5,8,13,-5,9,17,2,Albian,Ajeti,4
Alexander_Tettey_289,0,0,0,0,0.0,289,77,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,2,0,0,0,0,8,0,12378,5,1,0.0,0,-1221,19,1240,45,True,0,14.0,6,2,0,6,10,21,-11,8,11,0,19,2019,3,10,12,3,3,3,13,13,0,9,17,0,Alexander,Tettey,3
Alexandre Nascimento_Costa Silva_387,0,0,0,0,0.0,387,80,0,0,0.0,0.0,2019-10-05T16:30:00Z,0,7,0,0,0,0,8,0,85759,2,1,0.0,0,-3690,2490,6180,44,True,0,19.0,12,3,3,2,11,11,0,8,14,1,8,2019,8,15,10,3,1,5,8,13,-5,9,17,2,Alexandre Nascimento,Costa Silva,4
Alexandre_Lacazette_12,0,0,0,0,0.0,12,71,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,3,0,0,0,0,8,0,101731,0,1,0.0,0,-5536,219,5755,93,True,0,1.0,15,4,3,1,13,11,2,8,20,1,3,2019,15,9,12,3,3,3,8,7,1,9,17,1,Alexandre,Lacazette,4
Alexis_Sánchez_240,0,0,0,0,0.0,240,76,0,0,0.0,0.0,2019-10-06T15:30:00Z,0,13,0,0,0,0,8,0,30754,0,1,0.0,0,-671,49,720,68,False,0,12.0,9,2,3,3,9,8,1,8,19,0,12,2019,10,1,25,8,1,0,21,7,14,9,8,0,Alexis,Sánchez,3
Alex_Iwobi_17,0,0,15,0,18.9,17,73,1,0,9.1,13.6,2019-10-05T14:00:00Z,90,5,0,0,0,0,8,0,113141,0,1,58.0,2,-12702,3598,16300,59,False,0,8.0,7,2,1,5,6,13,-7,8,15,2,18,2019,19,11,12,3,3,3,11,13,-2,9,16,1,Alex,Iwobi,3
Alex_McCarthy_318,0,0,0,0,0.0,318,78,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,6,0,0,0,0,8,0,28899,4,1,0.0,0,-1703,20,1723,44,True,0,16.0,7,2,1,5,8,15,-7,8,10,1,17,2019,20,13,11,2,5,2,12,12,0,9,13,2,Alex,McCarthy,1
Alex_Oxlade-Chamberlain_193,0,0,0,0,0.0,193,74,0,0,0.0,0.0,2019-10-05T14:00:00Z,0,9,0,0,0,0,8,0,22200,1,2,0.0,0,-1331,482,1813,63,True,0,10.0,24,8,0,0,20,6,14,8,7,0,1,2019,12,14,10,2,4,3,10,9,1,9,19,0,Alex,Oxlade-Chamberlain,3
Alfie_Whiteman_543,0,0,0,0,0.0,543,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,4,0,0,0,0,8,0,17278,0,3,0.0,0,3735,4819,1084,40,False,0,17.0,11,3,2,3,14,12,2,8,12,1,9,2019,18,20,4,0,4,5,5,21,-16,9,16,0,Alfie,Whiteman,1
Alireza_Jahanbakhsh_50,0,0,0,0,0.0,50,72,0,0,0.0,0.0,2019-10-05T11:30:00Z,0,17,0,0,0,0,8,0,4329,0,3,0.0,0,-59,42,101,58,True,0,4.0,9,2,3,3,8,10,-2,8,9,1,14,2019,2,12,11,3,2,4,15,13,2,9,14,1,Alireza,Jahanbakhsh,3
