code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,27,37,10,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,8,13,6,39,36,3,63,3
7,0,,2,0,Aston Villa,27,25,19,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,7,4,16,34,52,-18,52,1
91,0,,3,0,Bournemouth,28,27,18,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,7,6,15,28,45,-17,55,3
36,0,,4,0,Brighton,28,28,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,6,10,12,32,40,-8,42,2
90,0,,5,0,Burnley,28,38,9,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,11,5,12,33,39,-6,53,0
8,0,,6,0,Chelsea,28,45,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,13,6,9,47,39,8,52,0
31,0,,7,0,Crystal Palace,28,36,12,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,9,9,10,25,32,-7,44,1
11,0,,8,0,Everton,28,37,11,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,10,7,11,37,42,-5,51,3
13,0,,9,0,Leicester,28,50,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,15,5,8,54,28,26,31,1
14,0,,10,0,Liverpool,28,79,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,26,1,1,64,20,44,26,1
43,0,,11,0,Man City,27,57,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,18,3,6,68,29,39,47,3
1,0,,12,0,Man Utd,28,42,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,11,9,8,42,30,12,54,0
4,0,,13,0,Newcastle,28,32,14,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,8,8,12,24,41,-17,54,3
45,0,,14,0,Norwich,28,21,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,5,6,17,25,51,-26,53,1
49,0,,15,0,Sheffield Utd,27,40,8,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,10,10,7,29,25,4,51,1
20,0,,16,0,Southampton,28,34,13,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,10,4,14,35,51,-16,41,2
6,0,,17,0,Spurs,28,40,7,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,11,7,10,46,39,7,54,3
57,0,,18,0,Watford,28,27,17,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,6,9,13,27,43,-16,57,3
21,0,,19,0,West Ham,28,27,16,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,7,6,15,35,49,-14,51,1
39,0,,20,0,Wolves,28,42,6,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,10,12,6,41,34,7,42,2
