name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Jorge Luiz_Frello Filho_118,0,0,0,0,0.0,118,283,0,0,0.0,0.0,2020-03-08T14:00:00Z,0,8,0,0,0,0,29,0,268799,0.0,4.0,0.0,0,-69728,1113,70841,49,True,0,6.0,48,14,6,9,51,39,12,29,53,0,4,2019,2,19,26,7,5,18,35,58,-23,30,56,1,Jorge Luiz,Frello Filho,3
Matej_Vydra_92,0,0,0,0,10.4,92,282,0,0,3.8,7.0,2020-03-07T17:30:00Z,22,17,0,0,0,0,29,0,15612,1.0,1.0,21.0,1,-3227,1885,5112,53,True,0,5.0,39,11,6,12,34,40,-6,29,58,0,10,2019,11,2,63,20,3,7,76,31,45,30,53,3,Matej,Vydra,4
Brandon_Austin_558,0,0,0,0,0.0,558,282,0,0,0.0,0.0,2020-03-07T17:30:00Z,0,5,0,0,0,0,29,0,13625,1.0,1.0,0.0,0,-128,145,273,40,False,0,17.0,41,11,8,10,47,40,7,29,58,3,8,2019,12,5,46,12,10,8,45,31,14,30,57,0,Brandon,Austin,1
Lucas_Rodrigues Moura da Silva_345,0,0,7,0,21.3,345,282,0,0,4.2,9.0,2020-03-07T17:30:00Z,45,5,0,0,0,0,29,0,362915,1.0,1.0,12.0,1,-21942,11773,33715,71,False,0,17.0,41,11,8,10,47,40,7,29,58,3,8,2019,12,5,46,12,10,8,45,31,14,30,57,0,Lucas,Rodrigues Moura da Silva,3
John_Stones_207,0,0,0,0,0.0,207,287,0,0,0.0,0.0,2020-03-08T16:30:00Z,0,12,0,0,0,0,29,0,73701,0.0,2.0,0.0,0,944,1510,566,53,False,0,11.0,57,18,3,7,68,31,37,28,51,3,2,2019,1,10,40,9,13,8,41,41,0,30,66,4,John,Stones,2
David_Silva_219,0,0,0,0,0.0,219,287,0,0,0.0,0.0,2020-03-08T16:30:00Z,0,12,0,0,0,0,29,0,315319,0.0,2.0,0.0,0,16484,21535,5051,73,False,0,11.0,40,9,13,6,40,36,4,28,64,3,9,2019,1,10,40,9,13,8,41,41,0,30,66,4,David,Silva,3
Bukayo_Saka_541,0,0,20,1,37.2,541,281,0,0,5.7,15.6,2020-03-07T15:00:00Z,90,19,0,0,0,0,29,0,397432,0.0,1.0,4.0,3,239781,248693,8912,46,True,0,1.0,43,10,13,6,41,34,7,29,43,2,6,2019,11,2,63,20,3,7,76,31,45,30,53,3,Bukayo,Saka,3
Sead_Kolasinac_3,0,0,0,0,0.0,3,281,0,0,0.0,0.0,2020-03-07T15:00:00Z,0,19,0,0,0,0,29,0,35418,0.0,1.0,0.0,0,-530,12,542,52,True,0,1.0,25,7,4,17,34,56,-22,28,53,1,19,2019,11,2,63,20,3,7,76,31,45,30,53,3,Sead,Kolasinac,2
Jonathan_Castro Otto_402,0,0,0,0,0.0,402,290,0,0,0.0,0.0,2020-03-07T15:00:00Z,0,4,0,0,0,0,29,0,67816,0.0,0.0,0.0,0,-7144,168,7312,54,True,0,20.0,35,9,8,12,25,41,-16,29,57,3,13,2019,19,17,27,7,6,17,35,52,-17,30,54,1,Jonathan,Castro Otto,2
Sadio_Mané_192,1,3,39,0,28.6,192,286,1,1,12.5,56.2,2020-03-07T12:30:00Z,90,3,0,0,0,0,29,0,1792129,1.0,2.0,40.0,13,-15689,62841,78530,124,True,0,10.0,41,11,8,10,47,40,7,29,58,3,8,2019,8,12,38,10,8,12,37,46,-9,30,55,3,Sadio,Mané,3
James_Chester_23,0,0,0,0,0.0,23,285,0,0,0.0,0.0,2020-03-09T20:00:00Z,0,9,0,0,0,0,29,0,3786,0.0,4.0,0.0,0,-51,11,62,43,False,0,2.0,43,11,10,7,30,25,5,28,51,1,7,2019,15,7,44,11,11,8,30,28,2,30,52,2,James,Chester,2
Teemu_Pukki_278,0,0,4,0,11.1,278,288,1,0,4.7,0.4,2020-03-07T15:00:00Z,90,15,0,0,0,0,29,0,952405,0.0,1.0,35.0,2,-20167,15487,35654,65,False,0,14.0,25,7,4,17,34,56,-22,28,53,1,19,2019,16,14,37,11,4,15,38,52,-14,30,42,3,Teemu,Pukki,4
