code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,17,22,10,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,5,7,5,24,27,-3,39,1
7,0,,2,0,Aston Villa,17,15,17,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,4,3,10,23,30,-7,30,1
91,0,,3,0,Bournemouth,17,19,14,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,5,4,8,19,24,-5,33,1
36,0,,4,0,Brighton,17,20,13,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,5,5,7,21,25,-4,25,2
90,0,,5,0,Burnley,17,21,12,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,6,3,8,22,29,-7,28,0
8,0,,6,0,Chelsea,17,29,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,9,2,6,31,25,6,27,0
31,0,,7,0,Crystal Palace,17,23,9,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,6,5,6,15,19,-4,30,1
11,0,,8,0,Everton,17,18,16,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,5,3,9,20,29,-9,31,2
13,0,,9,0,Leicester,17,39,2,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,12,3,2,40,11,29,19,0
14,0,,10,0,Liverpool,17,49,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,16,1,0,42,14,28,18,1
43,0,,11,0,Man City,17,35,3,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,11,2,4,47,19,28,35,1
1,0,,12,0,Man Utd,17,25,6,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,6,7,4,26,20,6,35,0
4,0,,13,0,Newcastle,17,22,11,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,6,4,7,17,24,-7,30,2
45,0,,14,0,Norwich,17,12,19,14,NOR,2,1040,1030,990,990,1020,980,,False,0,3,3,11,18,35,-17,31,0
49,0,,15,0,Sheffield Utd,17,25,7,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,6,7,4,21,16,5,36,1
20,0,,16,0,Southampton,17,15,18,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,4,3,10,18,36,-18,21,2
6,0,,17,0,Spurs,17,26,5,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,7,5,5,32,24,8,29,2
57,0,,18,0,Watford,17,9,20,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,1,6,10,9,32,-23,35,1
21,0,,19,0,West Ham,17,19,15,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,5,4,8,19,28,-9,34,1
39,0,,20,0,Wolves,17,24,8,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,5,9,3,24,21,3,28,2
