code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,13,18,8,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,4,6,3,18,19,-1,33,1
7,0,,2,0,Aston Villa,13,14,15,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,4,2,7,19,20,-1,20,1
91,0,,3,0,Bournemouth,13,16,11,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,4,4,5,16,17,-1,26,1
36,0,,4,0,Brighton,13,15,12,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,4,3,6,15,19,-4,20,2
90,0,,5,0,Burnley,13,18,7,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,5,3,5,20,18,2,24,0
8,0,,6,0,Chelsea,13,26,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,8,2,3,28,19,9,24,0
31,0,,7,0,Crystal Palace,13,15,13,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,4,3,6,11,18,-7,24,0
11,0,,8,0,Everton,13,14,16,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,4,2,7,13,20,-7,23,2
13,0,,9,0,Leicester,13,29,2,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,9,2,2,31,8,23,14,0
14,0,,10,0,Liverpool,13,37,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,12,1,0,30,11,19,14,0
43,0,,11,0,Man City,13,28,3,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,9,1,3,37,14,23,25,1
1,0,,12,0,Man Utd,13,17,9,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,4,5,4,19,15,4,28,0
4,0,,13,0,Newcastle,13,15,14,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,4,3,6,11,20,-9,26,2
45,0,,14,0,Norwich,13,10,18,14,NOR,2,1040,1030,990,990,1020,980,,False,0,3,1,9,13,28,-15,23,0
49,0,,15,0,Sheffield Utd,13,18,6,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,4,6,3,16,12,4,23,1
20,0,,16,0,Southampton,13,9,19,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,2,3,8,13,31,-18,16,2
6,0,,17,0,Spurs,13,17,10,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,4,5,4,21,19,2,23,2
57,0,,18,0,Watford,13,8,20,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,1,5,7,8,26,-18,28,1
21,0,,19,0,West Ham,13,13,17,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,3,4,6,16,23,-7,24,1
39,0,,20,0,Wolves,13,19,5,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,4,7,2,18,16,2,22,2
