code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,20,24,12,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,5,9,6,26,30,-4,51,1
7,0,,2,0,Aston Villa,20,18,18,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,5,3,12,25,36,-11,35,1
91,0,,3,0,Bournemouth,20,20,16,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,5,5,10,20,28,-8,41,1
36,0,,4,0,Brighton,20,23,14,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,6,5,9,24,28,-4,28,2
90,0,,5,0,Burnley,20,24,13,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,7,3,10,23,32,-9,36,0
8,0,,6,0,Chelsea,20,35,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,11,2,7,35,28,7,37,0
31,0,,7,0,Crystal Palace,20,27,9,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,7,6,7,18,22,-4,32,1
11,0,,8,0,Everton,20,25,10,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,7,4,9,23,30,-7,35,2
13,0,,9,0,Leicester,20,42,2,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,13,3,4,43,19,24,23,0
14,0,,10,0,Liverpool,19,55,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,18,1,0,47,14,33,20,1
43,0,,11,0,Man City,20,41,3,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,13,2,5,54,23,31,39,2
1,0,,12,0,Man Utd,20,31,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,8,7,5,32,23,9,41,0
4,0,,13,0,Newcastle,20,25,11,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,7,4,9,20,30,-10,36,2
45,0,,14,0,Norwich,20,13,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,3,4,13,21,40,-19,39,0
49,0,,15,0,Sheffield Utd,20,29,8,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,7,8,5,23,19,4,40,1
20,0,,16,0,Southampton,20,22,15,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,6,4,10,24,38,-14,25,2
6,0,,17,0,Spurs,20,30,6,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,8,6,6,36,29,7,40,3
57,0,,18,0,Watford,20,16,19,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,3,7,10,15,33,-18,44,2
21,0,,19,0,West Ham,19,19,17,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,5,4,10,21,32,-11,40,1
39,0,,20,0,Wolves,20,30,7,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,7,9,4,29,25,4,32,2
