code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,31,43,9,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,10,13,8,43,41,2,68,4
7,0,,2,0,Aston Villa,31,27,19,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,7,6,18,36,59,-23,58,1
91,0,,3,0,Bournemouth,31,27,18,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,7,6,18,29,50,-21,62,3
36,0,,4,0,Brighton,31,33,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,7,12,12,34,41,-7,49,2
90,0,,5,0,Burnley,31,42,11,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,12,6,13,35,45,-10,60,0
8,0,,6,0,Chelsea,31,54,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,16,6,9,55,41,14,55,0
31,0,,7,0,Crystal Palace,31,42,10,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,11,9,11,28,36,-8,50,1
11,0,,8,0,Everton,31,41,12,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,11,8,12,38,46,-8,56,3
13,0,,9,0,Leicester,31,55,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,16,7,8,59,29,30,36,1
14,0,,10,0,Liverpool,31,86,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,28,2,1,70,21,49,28,1
43,0,,11,0,Man City,31,63,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,20,3,8,77,33,44,54,4
1,0,,12,0,Man Utd,31,49,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,13,10,8,48,31,17,58,0
4,0,,13,0,Newcastle,31,39,13,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,10,9,12,29,42,-13,61,3
45,0,,14,0,Norwich,31,21,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,5,6,20,25,56,-31,54,1
49,0,,15,0,Sheffield Utd,31,44,8,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,11,11,9,30,31,-1,52,2
20,0,,16,0,Southampton,31,37,14,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,11,4,16,38,54,-16,42,4
6,0,,17,0,Spurs,31,45,7,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,12,9,10,50,41,9,60,3
57,0,,18,0,Watford,31,28,16,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,6,10,15,28,46,-18,61,3
21,0,,19,0,West Ham,31,27,17,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,7,6,18,35,54,-19,56,1
39,0,,20,0,Wolves,31,49,6,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,12,13,6,44,34,10,47,2
