team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2019,1,13,8,16,13,19,0,1,0,2,2,4,6,3,True,Southampton
Southampton,16,2019,13,13,19,1,1,8,0,1,0,2,2,2,3,8,False,Arsenal
Aston Villa,2,2019,27,13,15,13,23,14,1,0,0,2,0,4,2,7,True,Newcastle
Newcastle,13,2019,23,13,14,2,27,15,0,0,1,0,2,4,3,6,False,Aston Villa
Bournemouth,3,2019,2,13,11,20,26,5,0,0,1,1,2,4,4,5,True,Wolves
Wolves,20,2019,26,13,5,3,2,11,1,0,0,2,1,4,7,2,False,Bournemouth
Brighton,4,2019,21,13,12,9,8,2,0,0,1,0,2,4,3,6,True,Leicester
Leicester,9,2019,8,13,2,4,21,12,1,0,0,2,0,9,2,2,False,Brighton
Crystal Palace,7,2019,5,13,13,10,9,1,0,0,1,1,2,4,3,6,True,Liverpool
Liverpool,10,2019,9,13,1,7,5,13,1,0,0,2,1,12,1,0,False,Crystal Palace
Everton,8,2019,6,13,16,14,28,18,0,0,1,0,2,4,2,7,True,Norwich
Norwich,14,2019,28,13,18,8,6,16,1,0,0,2,0,3,1,9,False,Everton
Man City,11,2019,10,13,3,6,4,4,1,0,0,2,1,9,1,3,True,Chelsea
Chelsea,6,2019,4,13,4,11,10,3,0,0,1,1,2,8,2,3,False,Man City
Sheffield Utd,15,2019,29,13,6,12,11,9,0,1,0,3,3,4,6,3,True,Man Utd
Man Utd,12,2019,11,13,9,15,29,6,0,1,0,3,3,4,5,4,False,Sheffield Utd
Watford,18,2019,18,13,20,5,3,7,0,0,1,0,3,1,5,7,True,Burnley
Burnley,5,2019,3,13,7,18,18,20,1,0,0,3,0,5,3,5,False,Watford
West Ham,19,2019,20,13,17,17,17,10,0,0,1,2,3,3,4,6,True,Spurs
Spurs,17,2019,17,13,10,19,20,17,1,0,0,3,2,4,5,4,False,West Ham
