name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Connolly_534,0,0,4,0,0.3,534,141,1,0,3.4,6.2,2019-12-05T20:15:00Z,75,1,0,0,0,0,15,0,179771,2,1,27.0,2,-5486,9676,15162,47,False,0,4.0,18,5,3,7,18,22,-4,15,21,2,13,2019,20,6,24,5,9,2,23,19,4,16,24,2,Aaron,Connolly,4
Aaron_Cresswell_376,0,0,7,0,3.6,376,146,2,0,1.5,10.4,2019-12-04T19:30:00Z,90,20,0,0,0,0,15,0,103225,0,2,1.0,0,11058,12861,1803,47,False,1,19.0,16,4,4,7,17,25,-8,15,29,1,15,2019,1,9,22,5,7,4,24,24,0,16,38,1,Aaron,Cresswell,2
Aaron_Lennon_430,0,0,10,0,14.5,430,142,4,0,2.7,10.0,2019-12-03T20:15:00Z,90,11,0,0,0,0,15,0,6628,4,1,2.0,2,-77,73,150,47,True,0,5.0,18,5,3,7,21,24,-3,15,27,0,12,2019,17,7,23,6,5,5,30,23,7,16,25,2,Aaron,Lennon,3
Aaron_Mooy_516,1,3,30,0,38.1,516,141,1,0,12.1,43.4,2019-12-05T20:15:00Z,90,1,0,0,0,0,15,0,10357,2,1,39.0,8,-54,203,257,48,False,0,4.0,18,5,3,7,18,22,-4,15,21,2,13,2019,20,6,24,5,9,2,23,19,4,16,24,2,Aaron,Mooy,3
Aaron_Ramsdale_494,0,0,11,0,0.0,494,148,1,0,0.6,6.4,2019-12-03T19:30:00Z,90,7,0,0,0,0,15,1,301059,0,1,0.0,2,-5904,6854,12758,47,False,0,3.0,16,4,4,7,18,21,-3,15,31,1,14,2019,10,1,46,15,1,0,40,14,26,16,16,1,Aaron,Ramsdale,1
Aaron_Wan-Bissaka_122,0,0,14,0,2.6,122,144,1,0,2.4,15.0,2019-12-04T19:30:00Z,90,17,0,0,0,0,15,0,1067898,1,2,6.0,2,-47977,2155,50132,53,True,0,12.0,21,5,6,4,23,18,5,15,32,0,6,2019,11,3,32,10,2,4,44,19,25,16,31,1,Aaron,Wan-Bissaka,2
Abdoulaye_Doucouré_368,0,0,3,0,4.7,368,143,2,0,1.6,5.4,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,0,69332,0,2,6.0,1,-3120,311,3431,57,False,1,18.0,8,1,5,9,9,30,-21,15,30,1,20,2019,7,10,22,6,4,6,14,18,-4,16,29,1,Abdoulaye,Doucouré,3
Adama_Traoré_417,0,0,8,1,27.3,417,146,0,0,5.3,17.2,2019-12-04T19:30:00Z,88,19,0,0,0,0,15,0,353223,0,2,8.0,3,8379,26513,18134,52,True,0,20.0,23,5,8,2,21,17,4,15,24,2,5,2019,4,12,19,5,4,7,20,24,-4,16,24,2,Adama,Traoré,3
Adam_Idah_538,0,0,0,0,0.0,538,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,16,0,0,0,0,15,0,7335,1,2,0.0,0,-93,188,281,45,False,0,14.0,11,3,2,10,16,32,-16,15,26,0,19,2019,15,8,22,5,7,4,19,16,3,16,34,1,Adam,Idah,4
Adam_Lallana_195,0,0,6,0,2.1,195,149,2,0,1.0,3.4,2019-12-04T20:15:00Z,71,8,0,0,0,0,15,0,8864,2,5,4.0,2,-125,62,187,58,True,0,10.0,43,14,1,0,37,14,23,15,15,1,1,2019,3,15,16,4,4,8,18,24,-6,16,31,1,Adam,Lallana,3
Adam_Masina_355,0,0,5,0,15.8,355,143,2,0,3.3,17.2,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,0,4482,0,2,0.0,0,-49,29,78,43,False,1,18.0,8,1,5,9,9,30,-21,15,30,1,20,2019,7,10,22,6,4,6,14,18,-4,16,29,1,Adam,Masina,2
Adam_Smith_63,0,0,16,0,3.5,63,148,1,0,2.5,17.4,2019-12-03T19:30:00Z,90,7,0,0,0,0,15,0,64719,0,1,4.0,2,-6137,376,6513,43,False,0,3.0,16,4,4,7,18,21,-3,15,31,1,14,2019,10,1,46,15,1,0,40,14,26,16,16,1,Adam,Smith,2
Adam_Webster_493,0,0,26,0,10.3,493,141,1,1,13.0,51.4,2019-12-05T20:15:00Z,90,1,0,0,0,0,15,0,11370,2,1,68.0,8,-167,139,306,44,False,0,4.0,18,5,3,7,18,22,-4,15,21,2,13,2019,20,6,24,5,9,2,23,19,4,16,24,2,Adam,Webster,2
