team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2019,1,4,5,17,17,9,0,1,0,2,2,2,1,1,True,Spurs
Spurs,17,2019,17,4,9,1,1,5,0,1,0,2,2,1,2,1,False,Arsenal
Burnley,5,2019,3,4,12,10,9,1,0,0,1,0,3,1,1,2,True,Liverpool
Liverpool,10,2019,9,4,1,5,3,12,1,0,0,3,0,4,0,0,False,Burnley
Chelsea,6,2019,4,4,11,15,29,10,0,1,0,2,2,1,2,1,True,Sheffield Utd
Sheffield Utd,15,2019,29,4,10,6,4,11,0,1,0,2,2,1,2,1,False,Chelsea
Crystal Palace,7,2019,5,4,4,2,27,18,1,0,0,1,0,2,1,1,True,Aston Villa
Aston Villa,2,2019,27,4,18,7,5,4,0,0,1,0,1,1,0,3,False,Crystal Palace
Everton,8,2019,6,4,6,20,26,17,1,0,0,3,2,2,1,1,True,Wolves
Wolves,20,2019,26,4,17,8,6,6,0,0,1,2,3,0,3,1,False,Everton
Leicester,9,2019,8,4,3,3,2,15,1,0,0,3,1,2,2,0,True,Bournemouth
Bournemouth,3,2019,2,4,15,9,8,3,0,0,1,1,3,1,1,2,False,Leicester
Man City,11,2019,10,4,2,4,21,16,1,0,0,4,0,3,1,0,True,Brighton
Brighton,4,2019,21,4,16,11,10,2,0,0,1,0,4,1,1,2,False,Man City
Newcastle,13,2019,23,4,14,18,18,20,0,1,0,1,1,1,1,2,True,Watford
Watford,18,2019,18,4,20,13,23,14,0,1,0,1,1,0,1,3,False,Newcastle
Southampton,16,2019,13,4,13,12,11,8,0,1,0,1,1,1,1,2,True,Man Utd
Man Utd,12,2019,11,4,8,16,13,13,0,1,0,1,1,1,2,1,False,Southampton
West Ham,19,2019,20,4,7,14,28,19,1,0,0,2,0,2,1,1,True,Norwich
Norwich,14,2019,28,4,19,19,20,7,0,0,1,0,2,1,0,3,False,West Ham
