name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Connolly_534,0,0,-1,0,1.7,534,134,2,0,2.0,1.2,2019-11-30T15:00:00Z,75,10,0,0,0,0,14,0,183813,1,2,17.0,2,-26463,6386,32849,47,False,0,4.0,15,4,3,7,16,21,-5,14,20,2,16,2019,1,10,19,4,7,4,21,23,-2,15,37,1,Aaron,Connolly,4
Aaron_Cresswell_376,0,3,36,1,16.1,376,132,0,1,8.2,49.2,2019-11-30T15:00:00Z,90,6,0,0,0,0,14,0,90106,1,0,17.0,14,-12077,1029,13106,47,False,1,19.0,16,4,4,6,17,23,-6,14,27,1,13,2019,20,5,23,5,8,2,21,17,4,15,24,2,Aaron,Cresswell,2
Aaron_Lennon_430,0,0,5,0,11.6,430,131,1,0,2.0,6.4,2019-11-30T15:00:00Z,13,7,0,0,0,0,14,0,6687,2,0,2.0,1,-104,147,251,47,True,0,5.0,18,5,3,6,20,20,0,14,26,0,10,2019,11,3,32,10,2,3,43,17,26,15,28,1,Aaron,Lennon,3
Aaron_Mooy_516,0,0,16,0,15.9,516,134,2,0,3.9,14.4,2019-11-30T15:00:00Z,90,10,0,0,0,0,14,0,10356,1,2,9.0,2,-205,186,391,48,False,0,4.0,15,4,3,7,16,21,-5,14,20,2,16,2019,1,10,19,4,7,4,21,23,-2,15,37,1,Aaron,Mooy,3
Aaron_Ramsdale_494,0,0,11,0,0.0,494,139,3,0,1.9,19.2,2019-11-30T15:00:00Z,90,17,0,0,0,0,14,2,304711,2,3,0.0,1,-24900,5515,30415,47,False,0,3.0,16,4,4,6,18,20,-2,14,28,1,12,2019,7,7,21,6,3,6,14,18,-4,15,27,1,Aaron,Ramsdale,1
Aaron_Wan-Bissaka_122,0,0,11,0,16.7,122,135,2,0,5.3,13.0,2019-12-01T16:30:00Z,90,2,0,0,0,0,14,0,1113979,2,2,23.0,1,-52238,5782,58020,54,True,0,12.0,18,4,6,4,21,17,4,14,32,0,9,2019,17,8,20,5,5,5,25,23,2,15,24,2,Aaron,Wan-Bissaka,2
Abdoulaye_Doucouré_368,0,0,8,0,12.8,368,138,2,0,3.2,8.8,2019-11-30T17:30:00Z,90,16,0,0,0,0,14,0,72319,1,2,10.0,2,-3694,934,4628,57,False,0,18.0,8,1,5,8,9,28,-19,14,28,1,20,2019,9,2,35,11,2,2,35,9,26,15,17,0,Abdoulaye,Doucouré,3
Adama_Traoré_417,0,0,9,0,16.7,417,140,1,0,3.7,13.8,2019-12-01T14:00:00Z,90,15,0,0,0,0,14,0,346016,1,1,6.0,2,57474,71647,14173,52,True,0,20.0,20,4,8,2,19,17,2,14,23,2,6,2019,19,15,16,4,4,7,17,25,-8,15,29,1,Adama,Traoré,3
Adam_Idah_538,0,0,0,0,0.0,538,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,1,0,0,0,0,14,0,7340,2,2,0.0,0,-399,222,621,45,True,0,14.0,11,3,2,9,15,30,-15,14,25,0,19,2019,16,17,15,4,3,8,17,33,-16,15,18,2,Adam,Idah,4
Adam_Lallana_195,0,0,3,0,0.0,195,134,1,0,0.2,0.0,2019-11-30T15:00:00Z,21,4,0,0,0,0,14,0,8916,1,2,2.0,1,-156,157,313,58,True,0,10.0,40,13,1,0,32,12,20,14,14,1,1,2019,8,18,14,4,2,9,16,27,-11,15,26,2,Adam,Lallana,3
