code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,12,17,6,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,4,5,3,16,17,-1,27,1
7,0,,2,0,Aston Villa,12,11,17,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,3,2,7,17,20,-3,19,1
91,0,,3,0,Bournemouth,12,16,9,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,4,4,4,15,15,0,24,0
36,0,,4,0,Brighton,12,15,11,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,4,3,5,15,17,-2,18,2
90,0,,5,0,Burnley,12,15,10,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,4,3,5,17,18,-1,21,0
8,0,,6,0,Chelsea,12,26,3,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,8,2,2,27,17,10,23,0
31,0,,7,0,Crystal Palace,12,15,12,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,4,3,5,10,16,-6,24,0
11,0,,8,0,Everton,12,14,15,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,4,2,6,13,18,-5,20,2
13,0,,9,0,Leicester,12,26,2,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,8,2,2,29,8,21,14,0
14,0,,10,0,Liverpool,12,34,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,11,1,0,28,10,18,13,0
43,0,,11,0,Man City,12,25,4,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,8,1,3,35,13,22,24,1
1,0,,12,0,Man Utd,12,16,7,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,4,4,4,16,12,4,26,0
4,0,,13,0,Newcastle,12,15,13,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,4,3,5,11,18,-7,25,2
45,0,,14,0,Norwich,12,7,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,2,1,9,11,28,-17,18,0
49,0,,15,0,Sheffield Utd,12,17,5,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,4,5,3,13,9,4,22,1
20,0,,16,0,Southampton,12,8,19,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,2,2,8,11,29,-18,14,2
6,0,,17,0,Spurs,12,14,14,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,3,5,4,18,17,1,21,2
57,0,,18,0,Watford,12,8,18,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,1,5,6,8,23,-15,27,1
21,0,,19,0,West Ham,12,13,16,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,3,4,5,14,20,-6,21,1
39,0,,20,0,Wolves,12,16,8,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,3,7,2,16,15,1,21,2
