code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,38,56,8,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,14,14,10,56,48,8,87,5
7,0,,2,0,Aston Villa,38,35,17,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,9,8,21,41,67,-26,68,1
91,0,,3,0,Bournemouth,38,34,18,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,9,7,22,40,65,-25,73,3
36,0,,4,0,Brighton,38,41,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,9,14,15,39,54,-15,57,2
90,0,,5,0,Burnley,38,54,10,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,15,9,14,43,50,-7,67,0
8,0,,6,0,Chelsea,38,66,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,20,6,12,69,54,15,60,0
31,0,,7,0,Crystal Palace,38,43,14,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,11,10,17,31,50,-19,62,2
11,0,,8,0,Everton,38,49,12,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,13,10,15,44,56,-12,70,3
13,0,,9,0,Leicester,38,62,5,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,18,8,12,67,41,26,43,3
14,0,,10,0,Liverpool,38,99,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,32,3,3,85,33,52,38,1
43,0,,11,0,Man City,38,81,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,26,3,9,102,35,67,60,4
1,0,,12,0,Man Utd,38,66,3,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,18,12,8,66,36,30,72,0
4,0,,13,0,Newcastle,38,44,13,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,11,11,16,38,58,-20,71,3
45,0,,14,0,Norwich,38,21,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,5,6,27,26,75,-49,68,3
49,0,,15,0,Sheffield Utd,38,54,9,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,14,12,12,39,39,0,61,2
20,0,,16,0,Southampton,38,52,11,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,15,7,16,51,60,-9,52,4
6,0,,17,0,Spurs,38,59,6,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,16,11,11,61,47,14,77,3
57,0,,18,0,Watford,38,34,19,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,8,10,20,36,64,-28,76,3
21,0,,19,0,West Ham,38,39,16,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,10,9,19,49,62,-13,62,1
39,0,,20,0,Wolves,38,59,7,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,15,14,9,51,40,11,55,2
