code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,36,53,9,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,13,14,9,53,45,8,80,5
7,0,,2,0,Aston Villa,36,31,19,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,8,7,21,39,66,-27,65,1
91,0,,3,0,Bournemouth,36,31,18,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,8,7,21,37,62,-25,71,3
36,0,,4,0,Brighton,36,37,16,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,8,13,15,37,53,-16,53,2
90,0,,5,0,Burnley,36,51,10,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,14,9,13,40,48,-8,64,0
8,0,,6,0,Chelsea,36,63,3,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,19,6,11,64,49,15,58,0
31,0,,7,0,Crystal Palace,36,42,14,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,11,9,16,30,47,-17,58,2
11,0,,8,0,Everton,36,46,11,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,12,10,14,42,53,-11,66,3
13,0,,9,0,Leicester,36,62,4,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,18,8,10,67,36,31,41,2
14,0,,10,0,Liverpool,36,93,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,30,3,3,77,29,48,37,1
43,0,,11,0,Man City,36,75,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,24,3,9,93,35,58,59,4
1,0,,12,0,Man Utd,36,62,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,17,11,8,63,35,28,65,0
4,0,,13,0,Newcastle,36,43,13,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,11,10,15,37,55,-18,68,3
45,0,,14,0,Norwich,36,21,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,5,6,25,26,68,-42,67,1
49,0,,15,0,Sheffield Utd,36,54,8,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,14,12,10,38,35,3,59,2
20,0,,16,0,Southampton,36,46,12,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,13,7,16,46,59,-13,50,4
6,0,,17,0,Spurs,36,55,7,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,15,10,11,57,46,11,73,3
57,0,,18,0,Watford,36,34,17,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,8,10,18,34,57,-23,71,3
21,0,,19,0,West Ham,36,37,15,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,10,7,19,47,60,-13,59,1
39,0,,20,0,Wolves,36,56,6,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,14,14,8,49,38,11,50,2
