code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,25,31,10,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,6,13,6,32,34,-2,61,3
7,0,,2,0,Aston Villa,25,25,17,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,7,4,14,32,47,-15,46,1
91,0,,3,0,Bournemouth,25,26,16,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,7,5,13,25,38,-13,48,3
36,0,,4,0,Brighton,25,26,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,6,8,11,30,37,-7,36,2
90,0,,5,0,Burnley,25,31,11,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,9,4,12,28,38,-10,44,0
8,0,,6,0,Chelsea,25,41,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,12,5,8,43,34,9,45,0
31,0,,7,0,Crystal Palace,25,30,14,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,7,9,9,22,29,-7,40,1
11,0,,8,0,Everton,25,33,9,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,9,6,10,31,37,-6,44,3
13,0,,9,0,Leicester,25,49,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,15,4,6,54,26,28,27,0
14,0,,10,0,Liverpool,25,73,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,24,1,0,60,15,45,24,1
43,0,,11,0,Man City,25,51,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,16,3,6,65,29,36,47,3
1,0,,12,0,Man Utd,25,35,7,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,9,8,8,36,29,7,47,0
4,0,,13,0,Newcastle,25,31,12,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,8,7,10,24,36,-12,44,2
45,0,,14,0,Norwich,25,18,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,4,6,15,24,47,-23,48,1
49,0,,15,0,Sheffield Utd,25,36,6,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,9,9,7,26,23,3,49,1
20,0,,16,0,Southampton,25,31,13,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,9,4,12,31,46,-15,37,2
6,0,,17,0,Spurs,25,37,5,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,10,7,8,40,32,8,49,3
57,0,,18,0,Watford,25,23,19,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,5,8,12,23,39,-16,54,3
21,0,,19,0,West Ham,25,24,18,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,6,6,13,30,43,-13,46,1
39,0,,20,0,Wolves,25,35,8,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,8,11,6,35,32,3,36,2
