code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,19,24,11,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,5,9,5,25,28,-3,46,1
7,0,,2,0,Aston Villa,19,18,18,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,5,3,11,25,33,-8,34,1
91,0,,3,0,Bournemouth,19,20,16,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,5,5,9,20,26,-6,39,1
36,0,,4,0,Brighton,19,20,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,5,5,9,22,28,-6,28,2
90,0,,5,0,Burnley,19,24,12,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,7,3,9,23,30,-7,32,0
8,0,,6,0,Chelsea,19,32,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,10,2,7,33,27,6,33,0
31,0,,7,0,Crystal Palace,19,26,9,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,7,5,7,17,21,-4,30,1
11,0,,8,0,Everton,19,22,13,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,6,4,9,21,29,-8,33,2
13,0,,9,0,Leicester,19,39,2,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,12,3,4,41,18,23,22,0
14,0,,10,0,Liverpool,18,52,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,17,1,0,46,14,32,19,1
43,0,,11,0,Man City,19,38,3,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,12,2,5,52,23,29,38,2
1,0,,12,0,Man Utd,19,28,8,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,7,7,5,30,23,7,38,0
4,0,,13,0,Newcastle,19,25,10,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,7,4,8,19,28,-9,34,2
45,0,,14,0,Norwich,19,12,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,3,3,13,19,38,-19,36,0
49,0,,15,0,Sheffield Utd,19,29,7,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,7,8,4,23,17,6,39,1
20,0,,16,0,Southampton,19,21,14,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,6,3,10,23,37,-14,24,2
6,0,,17,0,Spurs,19,29,6,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,8,5,6,34,27,7,37,3
57,0,,18,0,Watford,19,13,19,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,2,7,10,12,33,-21,41,1
21,0,,19,0,West Ham,18,19,17,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,5,4,9,20,30,-10,36,1
39,0,,20,0,Wolves,19,30,5,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,7,9,3,29,24,5,32,2
