code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,7,12,4,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,3,3,1,12,11,1,19,1
7,0,,2,0,Aston Villa,7,5,18,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,1,2,4,8,11,-3,10,1
91,0,,3,0,Bournemouth,7,11,8,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,3,2,2,13,12,1,14,0
36,0,,4,0,Brighton,7,6,16,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,1,3,3,5,10,-5,7,1
90,0,,5,0,Burnley,7,9,11,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,2,3,2,10,9,1,9,0
8,0,,6,0,Chelsea,7,11,7,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,3,2,2,14,13,1,13,0
31,0,,7,0,Crystal Palace,7,11,9,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,3,2,2,6,7,-1,17,0
11,0,,8,0,Everton,7,7,15,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,2,1,4,6,12,-6,14,1
13,0,,9,0,Leicester,7,14,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,4,2,1,13,5,8,7,0
14,0,,10,0,Liverpool,7,21,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,7,0,0,18,5,13,6,0
43,0,,11,0,Man City,7,16,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,5,1,1,27,7,20,12,0
1,0,,12,0,Man Utd,7,9,10,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,2,3,2,9,7,2,16,0
4,0,,13,0,Newcastle,7,5,19,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,1,2,4,4,13,-9,14,1
45,0,,14,0,Norwich,7,6,17,14,NOR,2,1040,1030,990,990,1020,980,,False,0,2,0,5,9,16,-7,10,0
49,0,,15,0,Sheffield Utd,7,8,12,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,2,2,3,7,7,0,11,1
20,0,,16,0,Southampton,7,7,14,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,2,1,4,7,11,-4,10,1
6,0,,17,0,Spurs,7,11,6,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,3,2,2,14,9,5,11,1
57,0,,18,0,Watford,7,2,20,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,0,2,5,4,20,-16,13,0
21,0,,19,0,West Ham,7,12,5,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,3,3,1,10,9,1,11,1
39,0,,20,0,Wolves,7,7,13,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,1,4,2,9,11,-2,8,2
