code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,33,49,7,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,12,13,8,49,41,8,73,4
7,0,,2,0,Aston Villa,33,27,18,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,7,6,20,36,62,-26,60,1
91,0,,3,0,Bournemouth,33,27,19,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,7,6,20,32,59,-27,65,3
36,0,,4,0,Brighton,33,36,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,8,12,13,35,44,-9,51,2
90,0,,5,0,Burnley,33,46,10,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,13,7,13,37,46,-9,61,0
8,0,,6,0,Chelsea,33,57,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,17,6,10,60,44,16,56,0
31,0,,7,0,Crystal Palace,33,42,14,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,11,9,13,28,40,-12,52,1
11,0,,8,0,Everton,33,44,11,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,12,8,13,40,48,-8,59,3
13,0,,9,0,Leicester,33,58,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,17,7,9,63,31,32,39,1
14,0,,10,0,Liverpool,33,89,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,29,2,2,72,25,47,31,1
43,0,,11,0,Man City,33,66,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,21,3,9,81,34,47,58,4
1,0,,12,0,Man Utd,33,55,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,15,10,8,56,33,23,59,0
4,0,,13,0,Newcastle,33,43,12,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,11,10,12,35,45,-10,62,3
45,0,,14,0,Norwich,33,21,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,5,6,22,25,61,-36,60,1
49,0,,15,0,Sheffield Utd,33,48,9,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,12,12,9,34,33,1,54,2
20,0,,16,0,Southampton,33,43,13,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,13,4,16,42,55,-13,43,4
6,0,,17,0,Spurs,33,48,8,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,13,9,11,52,44,8,63,3
57,0,,18,0,Watford,33,28,17,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,6,10,17,29,52,-23,66,3
21,0,,19,0,West Ham,33,31,16,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,8,7,18,40,58,-18,58,1
39,0,,20,0,Wolves,33,52,6,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,13,13,7,45,36,9,50,2
