code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,32,46,8,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,11,13,8,47,41,6,69,4
7,0,,2,0,Aston Villa,32,27,18,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,7,6,19,36,60,-24,59,1
91,0,,3,0,Bournemouth,32,27,19,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,7,6,19,30,54,-24,64,3
36,0,,4,0,Brighton,32,33,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,7,12,13,34,44,-10,49,2
90,0,,5,0,Burnley,32,45,10,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,13,6,13,36,45,-9,61,0
8,0,,6,0,Chelsea,32,54,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,16,6,10,57,44,13,56,0
31,0,,7,0,Crystal Palace,32,42,12,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,11,9,12,28,37,-9,51,1
11,0,,8,0,Everton,32,44,11,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,12,8,12,40,47,-7,57,3
13,0,,9,0,Leicester,32,55,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,16,7,9,60,31,29,37,1
14,0,,10,0,Liverpool,32,86,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,28,2,2,70,25,45,30,1
43,0,,11,0,Man City,32,66,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,21,3,8,81,33,48,56,4
1,0,,12,0,Man Utd,32,52,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,14,10,8,51,31,20,59,0
4,0,,13,0,Newcastle,32,42,13,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,11,9,12,33,43,-10,61,3
45,0,,14,0,Norwich,32,21,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,5,6,21,25,60,-35,58,1
49,0,,15,0,Sheffield Utd,32,47,7,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,12,11,9,33,32,1,54,2
20,0,,16,0,Southampton,32,40,14,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,12,4,16,41,55,-14,42,4
6,0,,17,0,Spurs,32,45,9,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,12,9,11,51,44,7,60,3
57,0,,18,0,Watford,32,28,17,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,6,10,16,29,49,-20,64,3
21,0,,19,0,West Ham,32,30,16,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,8,6,18,38,56,-18,58,1
39,0,,20,0,Wolves,32,52,6,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,13,13,6,45,34,11,48,2
