team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2019,1,10,5,7,5,6,0,1,0,2,2,4,4,2,True,Crystal Palace
Crystal Palace,7,2019,5,10,6,1,1,5,0,1,0,2,2,4,3,3,False,Arsenal
Brighton,4,2019,21,10,14,8,6,16,1,0,0,3,2,3,3,4,True,Everton
Everton,8,2019,6,10,16,4,21,14,0,0,1,2,3,3,1,6,False,Brighton
Burnley,5,2019,3,10,13,6,4,4,0,0,1,2,4,3,3,4,True,Chelsea
Chelsea,6,2019,4,10,4,5,3,13,1,0,0,4,2,6,2,2,False,Burnley
Liverpool,10,2019,9,10,1,17,17,11,1,0,0,2,1,9,1,0,True,Spurs
Spurs,17,2019,17,10,11,10,9,1,0,0,1,1,2,3,3,4,False,Liverpool
Man City,11,2019,10,10,2,2,27,15,1,0,0,3,0,7,1,2,True,Aston Villa
Aston Villa,2,2019,27,10,15,11,10,2,0,0,1,0,3,3,2,5,False,Man City
Newcastle,13,2019,23,10,17,20,26,12,0,1,0,1,1,2,3,5,True,Wolves
Wolves,20,2019,26,10,12,13,23,17,0,1,0,1,1,2,6,2,False,Newcastle
Norwich,14,2019,28,10,19,12,11,7,0,0,1,1,3,2,1,7,True,Man Utd
Man Utd,12,2019,11,10,7,14,28,19,1,0,0,3,1,3,4,3,False,Norwich
Southampton,16,2019,13,10,18,9,8,3,0,0,1,0,9,2,2,6,True,Leicester
Leicester,9,2019,8,10,3,16,13,18,1,0,0,9,0,6,2,2,False,Southampton
Watford,18,2019,18,10,20,3,2,9,0,1,0,0,0,0,5,5,True,Bournemouth
Bournemouth,3,2019,2,10,9,18,18,20,0,1,0,0,0,3,4,3,False,Watford
West Ham,19,2019,20,10,10,15,29,8,0,1,0,1,1,3,4,3,True,Sheffield Utd
Sheffield Utd,15,2019,29,10,8,19,20,10,0,1,0,1,1,3,4,3,False,West Ham
