team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
West Ham,19,2019,20,24,17,10,9,1,0,0,1,0,2,6,5,13,True,Liverpool
Liverpool,10,2019,9,24,1,19,20,17,1,0,0,2,0,23,1,0,False,West Ham
Aston Villa,2,2019,27,24,16,18,18,19,1,0,0,2,1,7,4,13,True,Watford
Watford,18,2019,18,24,19,2,27,16,0,0,1,1,2,5,8,11,False,Aston Villa
Bournemouth,3,2019,2,24,18,4,21,15,1,0,0,3,1,6,5,13,True,Brighton
Brighton,4,2019,21,24,15,3,2,18,0,0,1,1,3,6,7,11,False,Bournemouth
Everton,8,2019,6,24,12,13,23,14,0,1,0,2,2,8,6,10,True,Newcastle
Newcastle,13,2019,23,24,14,8,6,12,0,1,0,2,2,8,6,10,False,Everton
Leicester,9,2019,8,24,3,19,20,17,1,0,0,4,1,15,3,6,True,West Ham
West Ham,19,2019,20,24,17,9,8,3,0,0,1,1,4,6,5,13,False,Leicester
Man Utd,12,2019,11,24,5,5,3,13,0,0,1,0,2,9,7,8,True,Burnley
Burnley,5,2019,3,24,13,12,11,5,1,0,0,2,0,9,3,12,False,Man Utd
Sheffield Utd,15,2019,29,24,8,11,10,2,0,0,1,0,1,8,9,7,True,Man City
Man City,11,2019,10,24,2,15,29,8,1,0,0,1,0,16,3,5,False,Sheffield Utd
Wolves,20,2019,26,24,7,10,9,1,0,0,1,1,2,8,10,6,True,Liverpool
Liverpool,10,2019,9,24,1,20,26,7,1,0,0,2,1,23,1,0,False,Wolves
Chelsea,6,2019,4,24,4,1,1,10,0,1,0,2,2,12,4,8,True,Arsenal
Arsenal,1,2019,1,24,10,6,4,4,0,1,0,2,2,6,12,6,False,Chelsea
Crystal Palace,7,2019,5,24,11,16,13,9,0,0,1,0,2,7,9,8,True,Southampton
Southampton,16,2019,13,24,9,7,5,11,1,0,0,2,0,9,4,11,False,Crystal Palace
Spurs,17,2019,17,24,6,14,28,20,1,0,0,2,1,9,7,8,True,Norwich
Norwich,14,2019,28,24,20,17,17,6,0,0,1,1,2,4,5,15,False,Spurs
