team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2019,1,11,5,20,26,12,0,1,0,1,1,4,5,2,True,Wolves
Wolves,20,2019,26,11,12,1,1,5,0,1,0,1,1,2,7,2,False,Arsenal
Aston Villa,2,2019,27,11,16,10,9,1,0,0,1,1,2,3,2,6,True,Liverpool
Liverpool,10,2019,9,11,1,2,27,16,1,0,0,2,1,10,1,0,False,Aston Villa
Bournemouth,3,2019,2,11,7,12,11,10,1,0,0,1,0,4,4,3,True,Man Utd
Man Utd,12,2019,11,11,10,3,2,7,0,0,1,0,1,3,4,4,False,Bournemouth
Brighton,4,2019,21,11,8,14,28,19,1,0,0,2,0,4,3,4,True,Norwich
Norwich,14,2019,28,11,19,4,21,8,0,0,1,0,2,2,1,8,False,Brighton
Crystal Palace,7,2019,5,11,9,9,8,3,0,0,1,0,2,4,3,4,True,Leicester
Leicester,9,2019,8,11,3,7,5,9,1,0,0,2,0,7,2,2,False,Crystal Palace
Everton,8,2019,6,11,17,17,17,11,0,1,0,1,1,3,2,6,True,Spurs
Spurs,17,2019,17,11,11,8,6,17,0,1,0,1,1,3,4,4,False,Everton
Man City,11,2019,10,11,2,16,13,18,1,0,0,2,1,8,1,2,True,Southampton
Southampton,16,2019,13,11,18,11,10,2,0,0,1,1,2,2,2,7,False,Man City
Sheffield Utd,15,2019,29,11,6,5,3,14,1,0,0,3,0,4,4,3,True,Burnley
Burnley,5,2019,3,11,14,15,29,6,0,0,1,0,3,3,3,5,False,Sheffield Utd
Watford,18,2019,18,11,20,6,4,4,0,0,1,1,2,0,5,6,True,Chelsea
Chelsea,6,2019,4,11,4,18,18,20,1,0,0,2,1,7,2,2,False,Watford
West Ham,19,2019,20,11,13,13,23,15,0,0,1,2,3,3,4,4,True,Newcastle
Newcastle,13,2019,23,11,15,19,20,13,1,0,0,3,2,3,3,5,False,West Ham
