name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Anthony_Driscoll-Glennon_572,0,0,0,0,0.0,572,158,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,17,0,0,0,0,16,0,0,0,5,0.0,0,0,0,0,40,False,0,5.0,18,5,3,8,21,29,-8,16,28,0,13,2019,13,11,22,6,4,7,17,24,-7,17,30,2,Anthony,Driscoll-Glennon,2
Ayotomiwa_Dele-Bashiru_563,0,0,0,0,0.0,563,159,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,7,0,0,0,0,16,0,173,0,0,0.0,0,4,39,35,45,True,0,18.0,9,1,6,9,9,30,-21,16,34,1,20,2019,10,1,49,16,1,0,42,14,28,17,18,1,Ayotomiwa,Dele-Bashiru,3
Patrick_Roberts_435,0,0,0,0,0.0,435,157,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,15,0,0,0,0,16,0,3952,2,1,0.0,0,-60,22,82,52,True,0,14.0,11,3,2,11,17,34,-17,16,26,0,19,2019,9,2,39,12,3,2,40,11,29,17,19,0,Patrick,Roberts,3
Alex_Iwobi_17,0,0,7,0,19.5,17,154,1,0,3.1,7.2,2019-12-07T12:30:00Z,90,6,0,0,0,0,16,0,83702,1,3,4.0,2,-2322,717,3039,56,True,0,8.0,17,5,2,9,19,28,-9,16,29,2,14,2019,12,6,25,6,7,4,26,20,6,17,35,0,Alex,Iwobi,3
Jordan_Ayew_468,0,0,6,1,4.4,468,159,0,0,1.6,5.8,2019-12-07T15:00:00Z,90,18,0,0,0,0,16,0,541894,0,0,6.0,2,-32598,17552,50150,51,False,0,7.0,22,6,4,6,14,18,-4,16,29,1,10,2019,4,13,20,5,5,7,21,25,-4,17,25,2,Jordan,Ayew,4
Frederick_Woodman_264,0,0,0,0,0.0,264,156,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,16,0,0,0,0,16,0,61405,1,2,0.0,0,-241,512,753,40,True,0,13.0,22,6,4,6,17,23,-6,16,28,2,11,2019,5,12,21,6,3,8,22,29,-7,17,28,0,Frederick,Woodman,1
Divock_Origi_188,0,0,0,0,0.0,188,152,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,3,0,0,0,0,16,0,204955,3,0,0.0,0,14418,17632,3214,52,False,0,10.0,46,15,1,0,40,14,26,16,16,1,1,2019,18,20,9,1,6,10,9,32,-23,17,35,1,Divock,Origi,4
Manuel_Lanzini_391,0,0,0,0,0.0,391,160,0,0,0.0,0.0,2019-12-09T20:00:00Z,0,1,0,0,0,0,16,0,56199,3,1,0.0,0,-2464,11,2475,62,True,0,19.0,16,4,4,8,18,28,-10,16,31,1,16,2019,16,18,15,4,3,10,18,36,-18,17,21,2,Manuel,Lanzini,3
Wesley_Hoedt_485,0,0,0,0,0.0,485,156,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,13,0,0,0,0,16,0,2782,1,2,0.0,0,-26,26,52,43,False,0,16.0,15,4,3,9,18,35,-17,16,20,2,18,2019,19,15,19,5,4,8,19,28,-9,17,34,1,Wesley,Hoedt,2
Timm_Klose_272,0,0,0,0,0.0,272,157,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,15,0,0,0,0,16,0,2153,2,1,0.0,0,-27,9,36,44,True,0,14.0,11,3,2,11,17,34,-17,16,26,0,19,2019,9,2,39,12,3,2,40,11,29,17,19,0,Timm,Klose,2
Adam_Lallana_195,0,0,0,0,0.0,195,152,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,3,0,0,0,0,16,0,8896,3,0,0.0,0,-56,121,177,58,False,0,10.0,46,15,1,0,40,14,26,16,16,1,1,2019,18,20,9,1,6,10,9,32,-23,17,35,1,Adam,Lallana,3
Georges-Kévin_Nkoudou_527,0,0,0,0,0.0,527,158,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,5,0,0,0,0,16,0,859,0,5,0.0,0,-7,6,13,50,True,0,17.0,23,6,5,5,30,23,7,16,25,2,7,2019,20,8,24,5,9,3,24,21,3,17,28,2,Georges-Kévin,Nkoudou,3
Danny_Ings_313,0,2,25,0,3.3,313,156,2,1,6.6,32.0,2019-12-08T14:00:00Z,87,13,0,0,0,0,16,0,735193,1,2,31.0,8,105710,132721,27011,63,False,0,16.0,15,4,3,9,18,35,-17,16,20,2,18,2019,19,15,19,5,4,8,19,28,-9,17,34,1,Danny,Ings,4
Emerson_Palmieri dos Santos_107,0,0,0,0,0.0,107,154,0,0,0.0,0.0,2019-12-07T12:30:00Z,0,8,0,0,0,0,16,0,62514,1,3,0.0,0,-1354,1983,3337,55,False,0,6.0,29,9,2,5,31,24,7,16,26,0,4,2019,3,14,19,5,4,8,19,24,-5,17,33,1,Emerson,Palmieri dos Santos,2
Aaron_Mooy_516,0,0,10,0,4.5,516,153,2,0,1.8,5.2,2019-12-08T16:30:00Z,90,20,0,0,0,0,16,0,11977,2,2,8.0,2,1453,1766,313,48,True,0,4.0,19,5,4,7,20,24,-4,16,24,2,12,2019,7,9,23,6,5,6,15,19,-4,17,30,1,Aaron,Mooy,3
David_Button_48,0,0,0,0,0.0,48,153,0,0,0.0,0.0,2019-12-08T16:30:00Z,0,20,0,0,0,0,16,0,1530751,2,2,0.0,0,-17551,3832,21383,40,True,0,4.0,19,5,4,7,20,24,-4,16,24,2,12,2019,7,9,23,6,5,6,15,19,-4,17,30,1,David,Button,1
Moussa_Sissoko_349,0,0,24,1,1.6,349,158,0,1,5.8,35.2,2019-12-07T15:00:00Z,90,5,0,0,0,0,16,0,127204,0,5,21.0,8,72,4267,4195,49,True,0,17.0,23,6,5,5,30,23,7,16,25,2,7,2019,20,8,24,5,9,3,24,21,3,17,28,2,Moussa,Sissoko,3
Hugo_Lloris_340,0,0,0,0,0.0,340,158,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,5,0,0,0,0,16,0,259029,0,5,0.0,0,-4876,61,4937,53,True,0,17.0,23,6,5,5,30,23,7,16,25,2,7,2019,20,8,24,5,9,3,24,21,3,17,28,2,Hugo,Lloris,1
Jack_Cork_102,0,0,13,0,3.2,102,158,5,0,1.0,4.8,2019-12-07T15:00:00Z,90,17,0,0,0,0,16,0,13067,0,5,2.0,2,-238,89,327,50,False,0,5.0,18,5,3,8,21,29,-8,16,28,0,13,2019,13,11,22,6,4,7,17,24,-7,17,30,2,Jack,Cork,3
Michael_Keane_143,0,0,10,0,0.3,143,154,1,0,2.5,22.4,2019-12-07T12:30:00Z,90,6,0,0,0,0,16,0,161779,1,3,2.0,2,-1935,1695,3630,53,True,0,8.0,17,5,2,9,19,28,-9,16,29,2,14,2019,12,6,25,6,7,4,26,20,6,17,35,0,Michael,Keane,2
Rafael_Camacho_201,0,0,0,0,0.0,201,152,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,3,0,0,0,0,16,0,396,3,0,0.0,0,-4,4,8,45,False,0,10.0,46,15,1,0,40,14,26,16,16,1,1,2019,18,20,9,1,6,10,9,32,-23,17,35,1,Rafael,Camacho,3
Mathew_Ryan_47,0,0,20,0,0.0,47,153,2,0,3.8,37.8,2019-12-08T16:30:00Z,90,20,0,0,0,0,16,3,1243454,2,2,0.0,2,30944,41877,10933,48,True,0,4.0,19,5,4,7,20,24,-4,16,24,2,12,2019,7,9,23,6,5,6,15,19,-4,17,30,1,Mathew,Ryan,1
Simon_Moore_436,0,0,0,0,0.0,436,157,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,14,0,0,0,0,16,0,7040,2,1,0.0,0,-75,139,214,44,False,0,15.0,22,5,7,4,19,16,3,16,34,1,8,2019,2,17,15,4,3,10,23,30,-7,17,30,1,Simon,Moore,1
Yan_Valery_306,0,0,0,0,0.0,306,156,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,13,0,0,0,0,16,0,13121,1,2,0.0,0,-287,97,384,46,False,0,16.0,15,4,3,9,18,35,-17,16,20,2,18,2019,19,15,19,5,4,8,19,28,-9,17,34,1,Yan,Valery,2
Çaglar_Söyüncü_164,0,0,17,0,11.0,164,151,1,0,9.0,23.6,2019-12-08T14:00:00Z,90,2,0,0,0,0,16,0,1437709,4,1,55.0,2,113165,128576,15411,51,False,0,9.0,38,12,2,2,39,10,29,16,19,0,2,2019,14,19,12,3,3,11,18,35,-17,17,31,0,Çaglar,Söyüncü,2
Mario_Lemina_324,0,0,0,0,0.0,324,156,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,13,0,0,0,0,16,0,3981,1,2,0.0,0,-49,8,57,47,False,0,16.0,15,4,3,9,18,35,-17,16,20,2,18,2019,19,15,19,5,4,8,19,28,-9,17,34,1,Mario,Lemina,3
Daniel_Amartey_178,0,0,0,0,0.0,178,151,0,0,0.0,0.0,2019-12-08T14:00:00Z,0,2,0,0,0,0,16,0,24090,4,1,0.0,0,334,1961,1627,43,False,0,9.0,38,12,2,2,39,10,29,16,19,0,2,2019,14,19,12,3,3,11,18,35,-17,17,31,0,Daniel,Amartey,3
Mateo_Kovacic_432,0,2,34,0,32.4,432,154,3,1,9.7,57.0,2019-12-07T12:30:00Z,90,8,0,0,0,0,16,0,72530,1,3,8.0,9,-1419,2545,3964,53,False,0,6.0,29,9,2,5,31,24,7,16,26,0,4,2019,3,14,19,5,4,8,19,24,-5,17,33,1,Mateo,Kovacic,3
