team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Aston Villa,2,2019,27,37,17,1,1,10,1,0,0,1,0,9,7,21,True,Arsenal
Arsenal,1,2019,1,37,10,2,27,17,0,0,1,0,1,13,14,10,False,Aston Villa
Bournemouth,3,2019,2,37,19,16,13,12,0,0,1,0,2,8,7,22,True,Southampton
Southampton,16,2019,13,37,12,3,2,19,1,0,0,2,0,14,7,16,False,Bournemouth
Brighton,4,2019,21,37,16,13,23,13,0,1,0,0,0,8,14,15,True,Newcastle
Newcastle,13,2019,23,37,13,4,21,16,0,1,0,0,0,11,11,15,False,Brighton
Liverpool,10,2019,9,37,1,6,4,4,1,0,0,5,3,31,3,3,True,Chelsea
Chelsea,6,2019,4,37,4,10,9,1,0,0,1,3,5,19,6,12,False,Liverpool
Man Utd,12,2019,11,37,3,19,20,15,0,1,0,1,1,17,12,8,True,West Ham
West Ham,19,2019,20,37,15,12,11,3,0,1,0,1,1,10,8,19,False,Man Utd
Norwich,14,2019,28,37,20,5,3,9,0,0,1,0,2,5,6,26,True,Burnley
Burnley,5,2019,3,37,9,14,28,20,1,0,0,2,0,15,9,13,False,Norwich
Sheffield Utd,15,2019,29,37,8,8,6,11,0,0,1,0,1,14,12,11,True,Everton
Everton,8,2019,6,37,11,15,29,8,1,0,0,1,0,13,10,14,False,Sheffield Utd
Spurs,17,2019,17,37,7,9,8,5,1,0,0,3,0,16,10,11,True,Leicester
Leicester,9,2019,8,37,5,17,17,7,0,0,1,0,3,18,8,11,False,Spurs
Watford,18,2019,18,37,18,11,10,2,0,0,1,0,4,8,10,19,True,Man City
Man City,11,2019,10,37,2,18,18,18,1,0,0,4,0,25,3,9,False,Watford
Wolves,20,2019,26,37,6,7,5,14,1,0,0,2,0,15,14,8,True,Crystal Palace
Crystal Palace,7,2019,5,37,14,20,26,6,0,0,1,0,2,11,9,17,False,Wolves
