team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Aston Villa,2,2019,27,35,19,7,5,14,1,0,0,2,0,8,6,21,True,Crystal Palace
Crystal Palace,7,2019,5,35,14,2,27,19,0,0,1,0,2,11,9,15,False,Aston Villa
Bournemouth,3,2019,2,35,18,9,8,4,1,0,0,4,1,8,7,20,True,Leicester
Leicester,9,2019,8,35,4,3,2,18,0,0,1,1,4,17,8,10,False,Bournemouth
Brighton,4,2019,21,35,15,11,10,2,0,0,1,0,5,8,12,15,True,Man City
Man City,11,2019,10,35,2,4,21,15,1,0,0,5,0,23,3,9,False,Brighton
Liverpool,10,2019,9,35,1,5,3,10,0,1,0,1,1,30,3,2,True,Burnley
Burnley,5,2019,3,35,10,10,9,1,0,1,0,1,1,14,8,13,False,Liverpool
Man Utd,12,2019,11,35,5,16,13,12,0,1,0,2,2,16,11,8,True,Southampton
Southampton,16,2019,13,35,12,12,11,5,0,1,0,2,2,13,6,16,False,Man Utd
Norwich,14,2019,28,35,20,19,20,16,0,0,1,0,4,5,6,24,True,West Ham
West Ham,19,2019,20,35,16,14,28,20,1,0,0,4,0,9,7,19,False,Norwich
Sheffield Utd,15,2019,29,35,7,6,4,3,1,0,0,3,0,14,12,9,True,Chelsea
Chelsea,6,2019,4,35,3,15,29,7,0,0,1,0,3,18,6,11,False,Sheffield Utd
Spurs,17,2019,17,35,8,1,1,9,1,0,0,2,1,14,10,11,True,Arsenal
Arsenal,1,2019,1,35,9,17,17,8,0,0,1,1,2,12,14,9,False,Spurs
Watford,18,2019,18,35,17,13,23,13,1,0,0,2,1,8,10,17,True,Newcastle
Newcastle,13,2019,23,35,13,18,18,17,0,0,1,1,2,11,10,14,False,Watford
Wolves,20,2019,26,35,6,8,6,11,1,0,0,3,0,14,13,8,True,Everton
Everton,8,2019,6,35,11,20,26,6,0,0,1,0,3,12,9,14,False,Wolves
