team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Burnley,5,2019,3,33,10,15,29,9,0,1,0,1,1,13,7,13,True,Sheffield Utd
Sheffield Utd,15,2019,29,33,9,5,3,10,0,1,0,1,1,12,12,9,False,Burnley
Chelsea,6,2019,4,33,4,18,18,17,1,0,0,3,0,17,6,10,True,Watford
Watford,18,2019,18,33,17,6,4,4,0,0,1,0,3,6,10,17,False,Chelsea
Leicester,9,2019,8,33,3,7,5,14,1,0,0,3,0,17,7,9,True,Crystal Palace
Crystal Palace,7,2019,5,33,14,9,8,3,0,0,1,0,3,11,9,13,False,Leicester
Liverpool,10,2019,9,33,1,2,27,18,1,0,0,2,0,29,2,2,True,Aston Villa
Aston Villa,2,2019,27,33,18,10,9,1,0,0,1,0,2,7,6,20,False,Liverpool
Man Utd,12,2019,11,33,5,3,2,19,1,0,0,5,2,15,10,8,True,Bournemouth
Bournemouth,3,2019,2,33,19,12,11,5,0,0,1,2,5,7,6,20,False,Man Utd
Newcastle,13,2019,23,33,12,19,20,16,0,1,0,2,2,11,10,12,True,West Ham
West Ham,19,2019,20,33,16,13,23,12,0,1,0,2,2,8,7,18,False,Newcastle
Norwich,14,2019,28,33,20,4,21,15,0,0,1,0,1,5,6,22,True,Brighton
Brighton,4,2019,21,33,15,14,28,20,1,0,0,1,0,8,12,13,False,Norwich
Southampton,16,2019,13,33,13,11,10,2,1,0,0,1,0,13,4,16,True,Man City
Man City,11,2019,10,33,2,16,13,13,0,0,1,0,1,21,3,9,False,Southampton
Spurs,17,2019,17,33,8,8,6,11,1,0,0,1,0,13,9,11,True,Everton
Everton,8,2019,6,33,11,17,17,8,0,0,1,0,1,12,8,13,False,Spurs
Wolves,20,2019,26,33,6,1,1,7,0,0,1,0,2,13,13,7,True,Arsenal
Arsenal,1,2019,1,33,7,20,26,6,1,0,0,2,0,12,13,8,False,Wolves
