code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,14,19,8,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,4,7,3,20,21,-1,34,1
7,0,,2,0,Aston Villa,14,15,15,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,4,3,7,21,22,-1,21,1
91,0,,3,0,Bournemouth,14,16,12,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,4,4,6,18,20,-2,28,1
36,0,,4,0,Brighton,14,15,16,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,4,3,7,16,21,-5,20,2
90,0,,5,0,Burnley,14,18,10,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,5,3,6,20,20,0,26,0
8,0,,6,0,Chelsea,14,26,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,8,2,4,28,20,8,24,0
31,0,,7,0,Crystal Palace,14,18,11,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,5,3,6,13,18,-5,24,0
11,0,,8,0,Everton,14,14,17,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,4,2,8,14,22,-8,24,2
13,0,,9,0,Leicester,14,32,2,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,10,2,2,33,9,24,14,0
14,0,,10,0,Liverpool,14,40,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,13,1,0,32,12,20,14,1
43,0,,11,0,Man City,14,29,3,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,9,2,3,39,16,23,27,1
1,0,,12,0,Man Utd,14,18,9,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,4,6,4,21,17,4,32,0
4,0,,13,0,Newcastle,14,16,14,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,4,4,6,13,22,-9,27,2
45,0,,14,0,Norwich,14,11,19,14,NOR,2,1040,1030,990,990,1020,980,,False,0,3,2,9,15,30,-15,25,0
49,0,,15,0,Sheffield Utd,14,19,7,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,4,7,3,17,13,4,28,1
20,0,,16,0,Southampton,14,12,18,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,3,3,8,15,32,-17,17,2
6,0,,17,0,Spurs,14,20,5,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,5,5,4,24,21,3,23,2
57,0,,18,0,Watford,14,8,20,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,1,5,8,9,28,-19,28,1
21,0,,19,0,West Ham,14,16,13,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,4,4,6,17,23,-6,27,1
39,0,,20,0,Wolves,14,20,6,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,4,8,2,19,17,2,23,2
