name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Connolly_534,0,0,0,0,0.0,534,250,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,19,0,0,0,0,25,0,90839,3,3,0.0,0,-2387,7248,9635,43,False,0,4.0,26,6,8,11,30,37,-7,25,36,2,15,2019,18,19,24,5,9,12,24,40,-16,26,56,3,Aaron,Connolly,4
Aaron_Cresswell_376,0,0,15,0,16.8,376,250,3,0,3.1,13.8,2020-02-01T15:00:00Z,90,4,0,0,0,0,25,0,108858,3,3,0.0,1,-5291,4660,9951,47,True,0,19.0,24,6,6,13,30,43,-13,25,46,1,18,2019,11,2,54,17,3,6,67,29,38,26,47,3,Aaron,Cresswell,2
Aaron_Lennon_430,0,0,0,0,0.0,430,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,1,0,0,0,0,25,0,6265,0,0,0.0,0,29,179,150,46,True,0,5.0,31,9,4,12,28,38,-10,25,44,0,11,2019,16,12,31,9,4,13,32,48,-16,26,39,2,Aaron,Lennon,3
Aaron_Mooy_516,0,0,1,0,3.1,516,250,3,0,3.8,2.6,2020-02-01T15:00:00Z,71,19,0,0,0,0,25,0,56204,3,3,32.0,2,11851,17562,5711,48,False,0,4.0,26,6,8,11,30,37,-7,25,36,2,15,2019,18,19,24,5,9,12,24,40,-16,26,56,3,Aaron,Mooy,3
Aaron_Ramsdale_494,0,0,17,0,0.0,494,241,1,0,2.3,22.6,2020-02-01T15:00:00Z,90,2,0,0,0,0,25,4,310886,1,2,0.0,3,-13927,8519,22446,47,True,0,3.0,26,7,5,13,25,38,-13,25,48,3,16,2019,15,6,39,10,9,7,28,24,4,26,51,1,Aaron,Ramsdale,1
Aaron_Wan-Bissaka_122,0,3,31,1,32.8,122,246,0,0,6.7,34.0,2020-02-01T17:30:00Z,90,20,0,0,0,0,25,0,1000671,0,0,0.0,9,-18807,7133,25940,53,True,0,12.0,35,9,8,8,36,29,7,25,47,0,7,2019,6,4,41,12,5,9,43,36,7,26,49,0,Aaron,Wan-Bissaka,2
Abd-Al-Ali Morakinyo Olaposi_Koiki_596,0,0,0,0,0.0,596,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,1,0,0,0,0,25,0,763,0,0,0.0,0,100,178,78,40,True,0,5.0,31,9,4,12,28,38,-10,25,44,0,11,2019,16,12,31,9,4,13,32,48,-16,26,39,2,Abd-Al-Ali Morakinyo Olaposi,Koiki,2
Abdoulaye_Doucouré_368,0,0,1,0,14.6,368,249,3,0,3.9,0.0,2020-02-01T15:00:00Z,90,8,0,0,0,0,25,0,189010,3,2,28.0,2,181,25364,25183,57,True,0,18.0,23,5,8,12,23,39,-16,25,54,3,19,2019,4,15,27,6,9,11,31,38,-7,26,38,2,Abdoulaye,Doucouré,3
Adama_Traoré_417,0,0,8,1,30.4,417,246,0,0,6.4,9.4,2020-02-01T17:30:00Z,75,12,0,0,0,0,25,0,1543979,0,0,24.0,3,236611,284618,48007,58,False,0,20.0,35,8,11,6,35,32,3,25,36,2,8,2019,9,3,50,15,5,6,54,26,28,26,29,1,Adama,Traoré,3
Adam_Idah_538,0,0,0,0,0.0,538,247,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,13,0,0,0,0,25,0,9116,0,0,0.0,0,-427,303,730,44,False,0,14.0,18,4,6,15,24,47,-23,25,48,1,20,2019,10,1,76,25,1,0,61,15,46,26,26,1,Adam,Idah,4
Adam_Lallana_195,0,0,3,0,0.0,195,245,0,0,0.2,2.0,2020-02-01T15:00:00Z,2,16,0,0,0,0,25,0,9145,0,4,0.0,1,-386,73,459,58,True,0,10.0,73,24,1,0,60,15,45,25,24,1,1,2019,14,20,18,4,6,16,24,48,-24,26,49,1,Adam,Lallana,3
Adam_Masina_355,0,0,20,0,15.8,355,249,3,1,8.8,51.6,2020-02-01T15:00:00Z,90,8,0,0,0,0,25,0,9021,3,2,21.0,6,2195,3084,889,43,True,1,18.0,23,5,8,12,23,39,-16,25,54,3,19,2019,4,15,27,6,9,11,31,38,-7,26,38,2,Adam,Masina,2
Adam_Smith_63,0,0,10,0,13.1,63,241,1,0,3.5,18.0,2020-02-01T15:00:00Z,90,2,0,0,0,0,25,0,30734,1,2,4.0,2,-286,442,728,43,True,0,3.0,26,7,5,13,25,38,-13,25,48,3,16,2019,15,6,39,10,9,7,28,24,4,26,51,1,Adam,Smith,2
Adam_Webster_493,0,0,12,0,0.4,493,250,3,0,1.5,14.8,2020-02-01T15:00:00Z,90,19,0,0,0,0,25,0,53643,3,3,0.0,1,-2919,3056,5975,44,False,0,4.0,26,6,8,11,30,37,-7,25,36,2,15,2019,18,19,24,5,9,12,24,40,-16,26,56,3,Adam,Webster,2
Addji Keaninkin Marc-Israel_Guehi_545,0,0,0,0,0.0,545,244,0,0,0.0,0.0,2020-02-01T12:30:00Z,0,9,0,0,0,0,25,0,6100,2,2,0.0,0,-238,74,312,40,False,0,6.0,41,12,5,8,43,34,9,25,45,0,4,2019,12,7,38,10,8,8,38,29,9,26,50,0,Addji Keaninkin Marc-Israel,Guehi,2
Ademola_Lookman_155,0,0,0,0,0.0,155,249,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,18,0,0,0,0,25,0,457,3,2,0.0,0,-3,5,8,50,False,0,8.0,33,9,6,10,31,37,-6,25,44,3,9,2019,7,14,30,7,9,10,23,32,-9,26,41,1,Ademola,Lookman,3
Adrian_Mariappa_356,0,0,9,0,1.3,356,249,3,0,0.8,6.2,2020-02-01T15:00:00Z,90,8,0,0,0,0,25,0,27372,3,2,0.0,1,2836,5251,2415,42,True,0,18.0,23,5,8,12,23,39,-16,25,54,3,19,2019,4,15,27,6,9,11,31,38,-7,26,38,2,Adrian,Mariappa,2
Adrián_San Miguel del Castillo_526,0,0,0,0,0.0,526,245,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,16,0,0,0,0,25,0,142269,0,4,0.0,0,-3977,1545,5522,41,True,0,10.0,73,24,1,0,60,15,45,25,24,1,1,2019,14,20,18,4,6,16,24,48,-24,26,49,1,Adrián,San Miguel del Castillo,1
Ahmed_El Mohamady_22,0,0,0,0,0.0,22,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,3,0,0,0,0,25,0,66822,1,2,0.0,0,-1855,650,2505,42,False,0,2.0,25,7,4,14,32,47,-15,25,46,1,17,2019,17,5,40,11,7,8,43,34,9,26,49,3,Ahmed,El Mohamady,2
Ainsley_Maitland-Niles_4,0,0,0,0,0.0,4,242,0,0,0.0,0.0,2020-02-02T14:00:00Z,0,5,0,0,0,0,25,0,189613,0,0,0.0,0,-6757,2023,8780,46,False,0,1.0,31,6,13,6,32,34,-2,25,61,3,10,2019,13,13,31,8,7,11,24,40,-16,26,44,2,Ainsley,Maitland-Niles,2
Akin_Famewo_552,0,0,0,0,0.0,552,247,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,13,0,0,0,0,25,0,4554,0,0,0.0,0,-231,27,258,40,False,0,14.0,18,4,6,15,24,47,-23,25,48,1,20,2019,10,1,76,25,1,0,61,15,46,26,26,1,Akin,Famewo,2
Albian_Ajeti_514,0,0,0,0,0.0,514,250,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,4,0,0,0,0,25,0,2706,3,3,0.0,0,-79,88,167,57,True,0,19.0,24,6,6,13,30,43,-13,25,46,1,18,2019,11,2,54,17,3,6,67,29,38,26,47,3,Albian,Ajeti,4
Alexander_Tettey_289,0,0,10,1,3.1,289,247,0,0,1.9,6.8,2020-02-01T15:00:00Z,85,13,0,0,0,0,25,0,25182,0,0,9.0,3,-1116,807,1923,45,False,0,14.0,18,4,6,15,24,47,-23,25,48,1,20,2019,10,1,76,25,1,0,61,15,46,26,26,1,Alexander,Tettey,3
Alexandre Nascimento_Costa Silva_387,0,0,0,0,0.0,387,250,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,4,0,0,0,0,25,0,63873,3,3,0.0,0,-725,1420,2145,43,True,0,19.0,24,6,6,13,30,43,-13,25,46,1,18,2019,11,2,54,17,3,6,67,29,38,26,47,3,Alexandre Nascimento,Costa Silva,4
Alexandre_Lacazette_12,0,0,11,1,16.0,12,242,0,0,4.9,7.2,2020-02-02T14:00:00Z,88,5,0,0,0,0,25,0,157692,0,0,26.0,2,-1443,16182,17625,93,False,0,1.0,31,6,13,6,32,34,-2,25,61,3,10,2019,13,13,31,8,7,11,24,40,-16,26,44,2,Alexandre,Lacazette,4
Alexis_Sánchez_240,0,0,0,0,0.0,240,246,0,0,0.0,0.0,2020-02-01T17:30:00Z,0,20,0,0,0,0,25,0,28474,0,0,0.0,0,-63,57,120,68,True,0,12.0,35,9,8,8,36,29,7,25,47,0,7,2019,6,4,41,12,5,9,43,36,7,26,49,0,Alexis,Sánchez,3
Alex_Iwobi_17,0,0,7,0,13.5,17,249,2,0,1.8,2.0,2020-02-01T15:00:00Z,64,18,0,0,0,0,25,0,65940,3,2,2.0,2,-971,113,1084,56,False,0,8.0,33,9,6,10,31,37,-6,25,44,3,9,2019,7,14,30,7,9,10,23,32,-9,26,41,1,Alex,Iwobi,3
Alex_McCarthy_318,0,0,19,0,0.0,318,245,4,0,3.7,37.2,2020-02-01T15:00:00Z,90,10,0,0,0,0,25,5,252136,0,4,0.0,1,32986,47083,14097,44,False,0,16.0,31,9,4,12,31,46,-15,25,37,2,13,2019,5,11,34,10,4,12,30,39,-9,26,46,0,Alex,McCarthy,1
Alex_Oxlade-Chamberlain_193,0,0,25,1,13.6,193,245,0,1,7.0,40.0,2020-02-01T15:00:00Z,72,16,0,0,0,0,25,0,45823,0,4,16.0,8,10225,12731,2506,62,True,0,10.0,73,24,1,0,60,15,45,25,24,1,1,2019,14,20,18,4,6,16,24,48,-24,26,49,1,Alex,Oxlade-Chamberlain,3
Alfie_Whiteman_543,0,0,0,0,0.0,543,248,0,0,0.0,0.0,2020-02-02T16:30:00Z,0,11,0,0,0,0,25,0,39767,0,2,0.0,0,-801,463,1264,40,True,0,17.0,37,10,7,8,40,32,8,25,49,3,5,2019,2,17,25,7,4,15,34,50,-16,26,48,1,Alfie,Whiteman,1
Alireza_Jahanbakhsh_50,0,0,0,0,0.0,50,250,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,19,0,0,0,0,25,0,9880,3,3,0.0,0,-1260,362,1622,58,False,0,4.0,26,6,8,11,30,37,-7,25,36,2,15,2019,18,19,24,5,9,12,24,40,-16,26,56,3,Alireza,Jahanbakhsh,3
Alisson_Ramses Becker_189,0,1,33,1,0.0,189,245,0,0,3.5,35.2,2020-02-01T15:00:00Z,90,16,0,0,0,0,25,4,822029,0,4,0.0,8,34629,54389,19760,61,True,0,10.0,73,24,1,0,60,15,45,25,24,1,1,2019,14,20,18,4,6,16,24,48,-24,26,49,1,Alisson,Ramses Becker,1
Allan_Saint-Maximin_500,0,0,12,1,12.8,500,247,0,0,9.7,23.6,2020-02-01T15:00:00Z,78,14,0,0,0,0,25,0,24183,0,0,61.0,3,3359,4875,1516,54,True,0,13.0,31,8,7,10,24,36,-12,25,44,2,12,2019,1,10,34,7,13,6,36,34,2,26,63,3,Allan,Saint-Maximin,3
Andreas_Christensen_108,0,0,11,0,0.2,108,244,2,0,0.9,8.4,2020-02-01T12:30:00Z,90,9,0,0,0,0,25,0,42536,2,2,0.0,1,0,673,673,49,False,0,6.0,41,12,5,8,43,34,9,25,45,0,4,2019,12,7,38,10,8,8,38,29,9,26,50,0,Andreas,Christensen,2
Andreas_Pereira_246,0,0,3,1,6.3,246,246,0,0,3.7,6.4,2020-02-01T17:30:00Z,71,20,0,0,0,0,25,0,34865,0,0,24.0,3,-1807,1009,2816,49,True,0,12.0,35,9,8,8,36,29,7,25,47,0,7,2019,6,4,41,12,5,9,43,36,7,26,49,0,Andreas,Pereira,3
Andrew_Robertson_181,0,0,29,1,4.8,181,245,0,0,3.1,23.8,2020-02-01T15:00:00Z,90,16,0,0,0,0,25,0,1538739,0,4,2.0,6,3588,60726,57138,70,True,0,10.0,73,24,1,0,60,15,45,25,24,1,1,2019,14,20,18,4,6,16,24,48,-24,26,49,1,Andrew,Robertson,2
Andrew_Surman_80,0,0,0,0,0.0,80,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,2,0,0,0,0,25,0,2596,1,2,0.0,0,1,47,46,47,True,0,3.0,26,7,5,13,25,38,-13,25,48,3,16,2019,15,6,39,10,9,7,28,24,4,26,51,1,Andrew,Surman,3
Andre_Gray_364,0,0,0,0,0.0,364,249,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,8,0,0,0,0,25,0,26399,3,2,0.0,0,-155,389,544,56,True,0,18.0,23,5,8,12,23,39,-16,25,54,3,19,2019,4,15,27,6,9,11,31,38,-7,26,38,2,Andre,Gray,4
