name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Aaron_Connolly_534,0,0,3,0,0.0,534,268,0,0,0.0,0.0,2020-02-22T15:00:00Z,15,15,0,0,0,0,27,0,94497,1,1,0.0,1,1722,8872,7150,43,False,0,4.0,28,6,10,11,32,39,-7,27,40,2,15,2019,7,12,36,9,9,10,25,32,-7,28,44,1,Aaron,Connolly,4
Aaron_Cresswell_376,0,0,10,0,1.5,376,266,3,0,2.0,14.4,2020-02-24T20:00:00Z,90,10,0,0,0,0,27,0,92399,2,3,4.0,1,-6228,969,7197,46,False,0,19.0,24,6,6,15,32,48,-16,27,50,1,18,2019,16,13,34,10,4,14,35,51,-16,28,41,2,Aaron,Cresswell,2
Aaron_Lennon_430,0,0,-1,0,0.3,430,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,8,3,0,0,0,0,27,0,6380,0,3,0.0,0,-6,134,140,46,True,1,5.0,37,11,4,12,33,39,-6,27,50,0,10,2019,13,14,32,8,8,12,24,41,-17,28,54,3,Aaron,Lennon,3
Aaron_Mooy_516,0,0,8,0,41.9,516,268,1,0,5.5,13.0,2020-02-22T15:00:00Z,90,15,0,0,0,0,27,0,59107,1,1,0.0,2,-1276,5867,7143,48,False,0,4.0,28,6,10,11,32,39,-7,27,40,2,15,2019,7,12,36,9,9,10,25,32,-7,28,44,1,Aaron,Mooy,3
Aaron_Ramsdale_494,0,0,24,0,0.0,494,262,3,0,4.2,42.4,2020-02-22T15:00:00Z,90,5,0,0,0,0,27,7,285821,0,3,0.0,3,-11563,3955,15518,46,False,0,3.0,26,7,5,15,26,43,-17,27,53,3,16,2019,6,4,45,13,6,9,47,39,8,28,52,0,Aaron,Ramsdale,1
Aaron_Wan-Bissaka_122,0,0,25,1,1.3,122,267,0,0,1.1,5.6,2020-02-23T14:00:00Z,90,18,0,0,0,0,27,0,1051382,0,3,4.0,6,42350,50502,8152,53,True,0,12.0,41,11,8,8,41,29,12,27,50,0,5,2019,8,11,37,10,7,11,37,42,-5,28,51,3,Aaron,Wan-Bissaka,2
Abd-Al-Ali Morakinyo Olaposi_Koiki_596,0,0,0,0,0.0,596,262,0,0,0.0,0.0,2020-02-22T15:00:00Z,0,3,0,0,0,0,27,0,1446,0,3,0.0,0,139,227,88,40,True,0,5.0,37,11,4,12,33,39,-6,27,50,0,10,2019,13,14,32,8,8,12,24,41,-17,28,54,3,Abd-Al-Ali Morakinyo Olaposi,Koiki,2
Abdoulaye_Doucouré_368,0,0,10,0,4.8,368,267,3,0,3.8,6.2,2020-02-23T14:00:00Z,79,12,0,0,0,0,27,0,178341,0,3,27.0,2,578,15193,14615,57,False,0,18.0,24,5,9,13,24,43,-19,27,57,3,19,2019,10,1,79,26,1,1,64,20,44,28,26,1,Abdoulaye,Doucouré,3
Adama_Traoré_417,0,0,1,0,0.7,417,270,0,0,0.2,0.2,2020-02-23T14:00:00Z,18,14,0,0,0,0,27,0,1612794,0,3,1.0,1,131680,197837,66157,58,True,0,20.0,39,9,12,6,38,32,6,27,40,2,8,2019,17,7,40,11,7,10,46,39,7,28,54,3,Adama,Traoré,3
Adam_Idah_538,0,0,0,0,0.0,538,270,0,0,0.0,0.0,2020-02-23T14:00:00Z,0,20,0,0,0,0,27,0,9083,0,3,0.0,0,-59,313,372,44,False,0,14.0,18,4,6,17,24,51,-27,27,52,1,20,2019,9,3,50,15,5,8,54,28,26,28,31,1,Adam,Idah,4
