code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,24,30,10,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,6,12,6,32,34,-2,58,3
7,0,,2,0,Aston Villa,24,25,16,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,7,4,13,31,45,-14,43,1
91,0,,3,0,Bournemouth,24,23,18,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,6,5,13,23,37,-14,47,2
36,0,,4,0,Brighton,24,25,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,6,7,11,27,34,-7,35,2
90,0,,5,0,Burnley,24,30,13,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,9,3,12,28,38,-10,43,0
8,0,,6,0,Chelsea,24,40,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,12,4,8,41,32,9,43,0
31,0,,7,0,Crystal Palace,24,30,11,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,7,9,8,22,28,-6,37,1
11,0,,8,0,Everton,24,30,12,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,8,6,10,28,35,-7,42,2
13,0,,9,0,Leicester,24,48,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,15,3,6,52,24,28,25,0
14,0,,10,0,Liverpool,24,70,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,23,1,0,56,15,41,24,1
43,0,,11,0,Man City,24,51,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,16,3,5,65,27,38,44,2
1,0,,12,0,Man Utd,24,34,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,9,7,8,36,29,7,44,0
4,0,,13,0,Newcastle,24,30,14,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,8,6,10,24,36,-12,42,2
45,0,,14,0,Norwich,24,17,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,4,5,15,24,47,-23,47,1
49,0,,15,0,Sheffield Utd,24,33,8,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,8,9,7,25,23,2,47,1
20,0,,16,0,Southampton,24,31,9,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,9,4,11,31,42,-11,35,2
6,0,,17,0,Spurs,24,34,6,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,9,7,8,38,32,6,47,3
57,0,,18,0,Watford,24,23,19,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,5,8,11,21,36,-15,52,3
21,0,,19,0,West Ham,24,23,17,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,6,5,13,27,40,-13,45,1
39,0,,20,0,Wolves,24,34,7,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,8,10,6,35,32,3,34,2
