code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,27,37,9,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,8,13,6,39,36,3,63,3
7,0,,2,0,Aston Villa,27,25,17,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,7,4,16,34,52,-18,52,1
91,0,,3,0,Bournemouth,27,26,16,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,7,5,15,26,43,-17,53,3
36,0,,4,0,Brighton,27,28,15,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,6,10,11,32,39,-7,40,2
90,0,,5,0,Burnley,27,37,10,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,11,4,12,33,39,-6,50,0
8,0,,6,0,Chelsea,27,44,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,13,5,9,45,37,8,50,0
31,0,,7,0,Crystal Palace,27,33,13,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,8,9,10,24,32,-8,43,1
11,0,,8,0,Everton,27,36,11,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,10,6,11,36,41,-5,48,3
13,0,,9,0,Leicester,27,50,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,15,5,7,54,27,27,29,1
14,0,,10,0,Liverpool,27,79,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,26,1,0,64,17,47,26,1
43,0,,11,0,Man City,27,57,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,18,3,6,68,29,39,47,3
1,0,,12,0,Man Utd,27,41,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,11,8,8,41,29,12,50,0
4,0,,13,0,Newcastle,27,31,14,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,8,7,12,24,41,-17,50,3
45,0,,14,0,Norwich,27,18,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,4,6,17,24,51,-27,52,1
49,0,,15,0,Sheffield Utd,27,40,7,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,10,10,7,29,25,4,51,1
20,0,,16,0,Southampton,27,34,12,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,10,4,13,34,48,-14,40,2
6,0,,17,0,Spurs,27,40,6,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,11,7,9,44,36,8,51,3
57,0,,18,0,Watford,27,24,19,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,5,9,13,24,43,-19,57,3
21,0,,19,0,West Ham,27,24,18,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,6,6,15,32,48,-16,50,1
39,0,,20,0,Wolves,27,39,8,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,9,12,6,38,32,6,40,2
