code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,22,28,10,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,6,10,6,29,31,-2,56,2
7,0,,2,0,Aston Villa,22,21,18,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,6,3,13,28,43,-15,38,1
91,0,,3,0,Bournemouth,22,20,19,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,5,5,12,20,35,-15,44,1
36,0,,4,0,Brighton,22,24,14,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,6,6,10,25,30,-5,31,2
90,0,,5,0,Burnley,22,24,15,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,7,3,12,24,37,-13,40,0
8,0,,6,0,Chelsea,22,39,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,12,3,7,39,29,10,40,0
31,0,,7,0,Crystal Palace,22,29,9,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,7,8,7,20,24,-4,34,1
11,0,,8,0,Everton,22,28,11,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,8,4,10,25,32,-7,41,2
13,0,,9,0,Leicester,22,45,3,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,14,3,5,47,21,26,24,0
14,0,,10,0,Liverpool,21,61,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,20,1,0,50,14,36,22,1
43,0,,11,0,Man City,22,47,2,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,15,2,5,62,25,37,40,2
1,0,,12,0,Man Utd,22,34,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,9,7,6,36,25,11,41,0
4,0,,13,0,Newcastle,22,26,13,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,7,5,10,21,34,-13,40,2
45,0,,14,0,Norwich,22,14,20,14,NOR,2,1040,1030,990,990,1020,980,,False,0,3,5,14,22,45,-23,44,0
49,0,,15,0,Sheffield Utd,22,32,6,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,8,8,6,24,21,3,41,1
20,0,,16,0,Southampton,22,28,12,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,8,4,10,27,39,-12,31,2
6,0,,17,0,Spurs,22,30,8,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,8,6,8,36,31,5,44,3
57,0,,18,0,Watford,22,22,17,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,5,7,10,20,34,-14,48,3
21,0,,19,0,West Ham,21,22,16,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,6,4,11,25,33,-8,41,1
39,0,,20,0,Wolves,22,31,7,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,7,10,5,31,28,3,33,2
