team_name,team_id,season,team_unique_id,round,position,team_id_against,team_unique_id_against,against_position,win,draw,loss,team_score,team_concede,total_wins,total_draws,total_losses,was_home,against_team_name
Arsenal,1,2019,1,27,9,8,6,11,1,0,0,3,2,8,13,6,True,Everton
Everton,8,2019,6,27,11,1,1,9,0,0,1,2,3,10,6,11,False,Arsenal
Burnley,5,2019,3,27,10,3,2,16,1,0,0,3,0,11,4,12,True,Bournemouth
Bournemouth,3,2019,2,27,16,5,3,10,0,0,1,0,3,7,5,15,False,Burnley
Chelsea,6,2019,4,27,4,17,17,6,1,0,0,2,1,13,5,9,True,Spurs
Spurs,17,2019,17,27,6,6,4,4,0,0,1,1,2,11,7,9,False,Chelsea
Crystal Palace,7,2019,5,27,13,13,23,14,1,0,0,1,0,8,9,10,True,Newcastle
Newcastle,13,2019,23,27,14,7,5,13,0,0,1,0,1,8,7,12,False,Crystal Palace
Leicester,9,2019,8,27,3,11,10,2,0,0,1,0,1,15,5,7,True,Man City
Man City,11,2019,10,27,2,9,8,3,1,0,0,1,0,18,3,6,False,Leicester
Liverpool,10,2019,9,27,1,19,20,18,1,0,0,3,2,26,1,0,True,West Ham
West Ham,19,2019,20,27,18,10,9,1,0,0,1,2,3,6,6,15,False,Liverpool
Man Utd,12,2019,11,27,5,18,18,19,1,0,0,3,0,11,8,8,True,Watford
Watford,18,2019,18,27,19,12,11,5,0,0,1,0,3,5,9,13,False,Man Utd
Sheffield Utd,15,2019,29,27,7,4,21,15,0,1,0,1,1,10,10,7,True,Brighton
Brighton,4,2019,21,27,15,15,29,7,0,1,0,1,1,6,10,11,False,Sheffield Utd
Southampton,16,2019,13,27,12,2,27,17,1,0,0,2,0,10,4,13,True,Aston Villa
Aston Villa,2,2019,27,27,17,16,13,12,0,0,1,0,2,7,4,16,False,Southampton
Wolves,20,2019,26,27,8,14,28,20,1,0,0,3,0,9,12,6,True,Norwich
Norwich,14,2019,28,27,20,20,26,8,0,0,1,0,3,4,6,17,False,Wolves
