name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,team,points,wins,draws,losses,goals_for,goals_against,goals_diff,played,yc,rc,position,season,next_fixture_team,next_fixture_position,next_fixture_points,next_fixture_wins,next_fixture_draws,next_fixture_losses,next_fixture_goals_for,next_fixture_goals_against,next_fixture_goals_diff,next_fixture_played,next_fixture_yc,next_fixture_rc,name_first,name_last,element_type
Ederson_Santana de Moraes_212,0,0,0,0,0.0,212,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,893489,1,2,0.0,0,-33884,4712,38596,60,True,0,11.0,44,14,2,5,56,24,32,21,39,2,3,2019,2,18,21,6,3,13,28,43,-15,22,38,1,Ederson,Santana de Moraes,1
Xherdan_Shaqiri_194,0,0,0,0,0.0,194,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,18100,0,2,0.0,0,-1015,181,1196,63,True,0,10.0,58,19,1,0,49,14,35,20,20,1,1,2019,17,8,30,8,6,8,36,31,5,22,44,3,Xherdan,Shaqiri,3
Hugo_Lloris_340,0,0,0,0,0.0,340,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,242421,0,1,0.0,0,-2587,69,2656,53,False,0,17.0,30,8,6,7,36,30,6,21,44,3,6,2019,10,1,61,20,1,0,50,14,36,21,22,1,Hugo,Lloris,1
Cenk_Tosun_146,0,0,0,0,0.0,146,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,11,0,0,0,0,21,0,7887,1,2,0.0,0,-133,100,233,57,False,0,8.0,25,7,4,10,24,32,-8,21,39,2,11,2019,1,10,28,6,10,6,29,31,-2,22,56,2,Cenk,Tosun,4
Callum_Robinson_453,0,0,0,0,0.0,453,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,10,0,0,0,0,21,0,19885,0,2,0.0,0,-556,117,673,50,False,0,15.0,29,7,8,6,23,21,2,21,40,1,8,2019,19,16,22,6,4,11,25,33,-8,21,41,1,Callum,Robinson,3
Heung-Min_Son_342,0,0,0,0,0.0,342,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,400887,0,1,0.0,0,-93183,3863,97046,98,False,0,17.0,30,8,6,7,36,30,6,21,44,3,6,2019,10,1,61,20,1,0,50,14,36,21,22,1,Heung-Min,Son,3
João Filipe Iria_Santos Moutinho_415,1,1,26,0,36.6,415,209,2,0,8.9,35.8,2020-01-01T15:00:00Z,90,18,0,0,0,0,21,0,394632,1,2,17.0,6,-9723,21391,31114,54,False,0,20.0,30,7,9,5,30,27,3,21,33,2,7,2019,13,13,26,7,5,10,21,34,-13,22,40,2,João Filipe Iria,Santos Moutinho,3
Andrew_Robertson_181,1,3,46,1,0.0,181,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,87,15,0,0,0,0,21,0,1360684,0,2,0.0,12,-15332,39146,54478,70,True,0,10.0,58,19,1,0,49,14,35,20,20,1,1,2019,17,8,30,8,6,8,36,31,5,22,44,3,Andrew,Robertson,2
Danny_Rose_332,0,0,0,0,0.0,332,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,99358,0,1,0.0,0,-2549,474,3023,53,False,0,13.0,25,7,4,10,20,33,-13,21,37,2,13,2019,10,1,61,20,1,0,50,14,36,21,22,1,Danny,Rose,2
Martin_Kelly_128,0,0,7,0,15.3,128,207,1,0,2.8,12.6,2020-01-01T17:30:00Z,82,14,0,0,0,0,21,0,2369485,1,1,0.0,2,9726,69451,59725,44,False,0,7.0,28,7,7,7,19,23,-4,21,32,1,9,2019,1,10,28,6,10,6,29,31,-2,22,56,2,Martin,Kelly,2
Harry_Winks_347,0,0,0,0,0.0,347,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,18553,0,1,0.0,0,-214,179,393,52,False,0,17.0,30,8,6,7,36,30,6,21,44,3,6,2019,10,1,61,20,1,0,50,14,36,21,22,1,Harry,Winks,3
Scott_Carson_562,0,0,0,0,0.0,562,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,4925,1,2,0.0,0,535,836,301,40,True,0,11.0,44,14,2,5,56,24,32,21,39,2,3,2019,2,18,21,6,3,13,28,43,-15,22,38,1,Scott,Carson,1
Ashley_Westwood_101,1,1,24,0,48.7,101,203,2,0,9.3,32.0,2020-01-01T12:30:00Z,90,2,0,0,0,0,21,0,26659,2,1,12.0,6,924,2486,1562,54,True,0,5.0,24,7,3,11,24,34,-10,21,37,0,15,2019,6,4,39,12,3,7,39,29,10,22,40,0,Ashley,Westwood,3
Lucas_Digne_141,0,0,9,0,14.8,141,205,2,0,2.4,9.4,2020-01-01T17:30:00Z,90,11,0,0,0,0,21,0,849470,1,2,0.0,1,-26142,11140,37282,57,False,0,8.0,25,7,4,10,24,32,-8,21,39,2,11,2019,4,14,24,6,6,10,25,30,-5,22,31,2,Lucas,Digne,2
Ayoze_Pérez_265,1,2,28,1,45.4,265,206,0,1,19.0,63.6,2020-01-01T15:00:00Z,90,13,0,0,0,0,21,0,323469,3,0,81.0,13,15310,28318,13008,60,False,0,9.0,45,14,3,4,46,19,27,21,24,0,2,2019,16,12,28,8,4,10,27,39,-12,22,31,2,Ayoze,Pérez,3
Nathan_Aké_59,0,0,0,0,0.0,59,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,501359,0,4,0.0,0,-40425,285,40710,49,False,0,3.0,20,5,5,11,20,32,-12,21,43,1,18,2019,18,17,22,5,7,10,20,34,-14,22,48,3,Nathan,Aké,2
Isaac_Hayden_271,0,0,7,0,0.6,271,206,3,0,1.8,5.2,2020-01-01T15:00:00Z,90,9,0,0,0,0,21,0,255067,3,0,12.0,2,-9093,2488,11581,44,True,0,13.0,25,7,4,10,20,33,-13,21,37,2,13,2019,20,7,31,7,10,5,31,28,3,22,33,2,Isaac,Hayden,3
Patrick_van Aanholt_123,0,0,0,0,0.0,123,207,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,14,0,0,0,0,21,0,382889,1,1,0.0,0,-34467,396,34863,55,False,0,7.0,28,7,7,7,19,23,-4,21,32,1,9,2019,1,10,28,6,10,6,29,31,-2,22,56,2,Patrick,van Aanholt,2
Ken_Sema_372,0,0,0,0,0.0,372,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,20,0,0,0,0,21,0,1417,1,2,0.0,0,-16,21,37,48,True,0,18.0,19,4,7,10,17,34,-17,21,47,3,19,2019,3,19,20,5,5,12,20,35,-15,22,44,1,Ken,Sema,3
Jonny_Evans_162,0,0,25,1,3.0,162,206,0,0,5.1,24.0,2020-01-01T15:00:00Z,83,13,0,0,0,0,21,0,483228,3,0,24.0,6,43370,69207,25837,52,False,0,9.0,45,14,3,4,46,19,27,21,24,0,2,2019,16,12,28,8,4,10,27,39,-12,22,31,2,Jonny,Evans,2
Jorge Luiz_Frello Filho_118,0,0,12,0,2.8,118,202,1,0,2.1,18.2,2020-01-01T12:30:00Z,90,4,0,0,0,0,21,0,235754,1,1,0.0,2,4788,14913,10125,49,False,0,6.0,36,11,3,7,36,29,7,21,40,0,4,2019,5,15,24,7,3,12,24,37,-13,22,40,0,Jorge Luiz,Frello Filho,3
Kortney_Hause_25,0,0,7,0,0.5,25,203,1,0,3.5,27.6,2020-01-01T12:30:00Z,90,5,0,0,0,0,21,0,4683,2,1,7.0,2,19,156,137,44,False,0,2.0,21,6,3,12,27,37,-10,21,36,1,17,2019,11,2,47,15,2,5,62,25,37,22,40,2,Kortney,Hause,2
Mahmoud Ahmed_Ibrahim Hassan_465,0,0,10,1,26.4,465,203,0,0,3.6,7.8,2020-01-01T12:30:00Z,77,5,0,0,0,0,21,0,93309,2,1,2.0,3,-9186,1482,10668,52,False,0,2.0,21,6,3,12,27,37,-10,21,36,1,17,2019,11,2,47,15,2,5,62,25,37,22,40,2,Mahmoud Ahmed,Ibrahim Hassan,3
Kyle_Walker_203,0,0,0,0,0.0,203,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,859799,1,2,0.0,0,9163,27450,18287,58,True,0,11.0,44,14,2,5,56,24,32,21,39,2,3,2019,2,18,21,6,3,13,28,43,-15,22,38,1,Kyle,Walker,2
Diego_Rico_65,0,0,1,0,0.9,65,210,3,0,2.4,5.6,2020-01-01T17:30:00Z,45,19,0,0,0,0,21,0,1062005,0,4,17.0,-1,17705,59733,42028,44,False,1,3.0,20,5,5,11,20,32,-12,21,43,1,18,2019,18,17,22,5,7,10,20,34,-14,22,48,3,Diego,Rico,2
Ryan_Bertrand_305,0,0,20,1,15.7,305,208,0,0,4.5,16.8,2020-01-01T15:00:00Z,90,17,0,0,0,0,21,0,45098,0,1,12.0,6,805,3193,2388,48,True,0,16.0,25,7,4,10,25,38,-13,21,28,2,12,2019,9,3,45,14,3,5,47,21,26,22,24,0,Ryan,Bertrand,2
Erik_Lamela_346,0,0,5,0,0.8,346,208,0,0,0.3,2.4,2020-01-01T15:00:00Z,15,16,0,0,0,0,21,0,82946,0,1,0.0,1,-405,575,980,57,False,0,17.0,30,8,6,7,36,30,6,21,44,3,6,2019,10,1,61,20,1,0,50,14,36,21,22,1,Erik,Lamela,3
Allan_Saint-Maximin_500,0,0,0,0,0.0,500,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,18524,3,0,0.0,0,-1372,73,1445,54,True,0,13.0,25,7,4,10,20,33,-13,21,37,2,13,2019,20,7,31,7,10,5,31,28,3,22,33,2,Allan,Saint-Maximin,3
Edward_Nketiah_13,0,0,0,0,0.0,13,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,12,0,0,0,0,21,0,41097,0,2,0.0,0,-973,710,1683,43,True,0,1.0,27,6,9,6,28,30,-2,21,53,1,10,2019,7,9,29,7,8,7,20,24,-4,22,34,1,Edward,Nketiah,4
Callum_Wilson_67,0,0,6,0,25.0,67,210,4,0,4.0,7.0,2020-01-01T17:30:00Z,90,19,0,0,0,0,21,0,344074,0,4,8.0,2,-6161,6833,12994,74,False,0,3.0,20,5,5,11,20,32,-12,21,43,1,18,2019,18,17,22,5,7,10,20,34,-14,22,48,3,Callum,Wilson,4
