code,draw,form,id,loss,name,played,points,position,pulse_id,short_name,strength,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,team_division,unavailable,win,wins,draws,losses,goals_for,goals_against,goals_diff,yc,rc
3,0,,1,0,Arsenal,16,22,9,1,ARS,4,1170,1170,1200,1150,1240,1180,,False,0,5,7,4,24,24,0,38,1
7,0,,2,0,Aston Villa,16,15,17,2,AVL,2,980,970,1040,1000,1050,1020,,False,0,4,3,9,23,28,-5,28,1
91,0,,3,0,Bournemouth,16,16,15,127,BOU,2,1030,990,1050,1000,1020,1020,,False,0,4,4,8,18,24,-6,31,1
36,0,,4,0,Brighton,16,19,12,131,BHA,2,1100,1100,1030,1040,1010,1050,,False,0,5,4,7,20,24,-4,24,2
90,0,,5,0,Burnley,16,18,13,43,BUR,3,1070,1130,1110,970,1180,1110,,False,0,5,3,8,21,29,-8,28,0
8,0,,6,0,Chelsea,16,29,4,4,CHE,4,1240,1240,1250,1220,1230,1220,,False,0,9,2,5,31,24,7,26,0
31,0,,7,0,Crystal Palace,16,22,10,6,CRY,3,1180,1080,1040,1040,1120,1130,,False,0,6,4,6,14,18,-4,29,1
11,0,,8,0,Everton,16,17,14,7,EVE,3,1210,1100,1180,1170,1240,1100,,False,0,5,2,9,19,28,-9,29,2
13,0,,9,0,Leicester,16,38,2,26,LEI,3,1080,1150,1100,1210,1160,1210,,False,0,12,2,2,39,10,29,19,0
14,0,,10,0,Liverpool,16,46,1,10,LIV,5,1320,1310,1330,1310,1350,1340,,False,0,15,1,0,40,14,26,16,1
43,0,,11,0,Man City,16,32,3,11,MCI,5,1270,1260,1320,1320,1340,1330,,False,0,10,2,4,44,19,25,31,1
1,0,,12,0,Man Utd,16,24,5,12,MUN,4,1330,1260,1260,1180,1300,1220,,False,0,6,6,4,25,19,6,34,0
4,0,,13,0,Newcastle,16,22,11,23,NEW,3,1040,1030,990,980,1100,1090,,False,0,6,4,6,17,23,-6,28,2
45,0,,14,0,Norwich,16,11,19,14,NOR,2,1040,1030,990,990,1020,980,,False,0,3,2,11,17,34,-17,26,0
49,0,,15,0,Sheffield Utd,16,22,8,18,SHU,3,1180,1170,1110,1050,1200,1180,,False,0,5,7,4,19,16,3,34,1
20,0,,16,0,Southampton,16,15,18,20,SOU,3,1050,1080,1080,1110,1040,1150,,False,0,4,3,9,18,35,-17,20,2
6,0,,17,0,Spurs,16,23,7,21,TOT,4,1130,1100,1140,1200,1240,1180,,False,0,6,5,5,30,23,7,25,2
57,0,,18,0,Watford,16,9,20,33,WAT,3,1120,1120,1150,1020,1140,1030,,False,0,1,6,9,9,30,-21,34,1
21,0,,19,0,West Ham,16,16,16,25,WHU,2,1030,1000,1150,1030,1030,1040,,False,0,4,4,8,18,28,-10,31,1
39,0,,20,0,Wolves,16,24,6,38,WOL,4,1230,1180,1200,1200,1190,1230,,False,0,5,9,2,23,19,4,24,2
